"","Binomial","Genus","Subgenus","Section","Series","Subseries","Species","Subspecies","Regeneration.Strategy","RowTree","FieldID","name","EUCLID.name","cca.synonym","genus","species","subspecies","habit_tree","habit_mallee","habit_marlock","habit_shrub","height_max_m","leaf_length_mm_min","leaf_length_mm_max","leaf_width_mm_min","leaf_width_mm_max","EUCLID_botanical_desc","X"
"471","Eucalyptus ovata subsp. grandiflora","Eucalyptus","Symphyomyrtus","Maidenaria","Foveolatae","","ovata","grandiflora","Combination","","","eucalyptus ovata subsp. grandiflora","eucalyptus ovata subsp. grandiflora","","Eucalyptus","ovata","grandiflora",TRUE,FALSE,FALSE,FALSE,15,75,175,17,60,"Tree to 15 m tall. Forming a lignotuber. -BREAK- Bark smooth throughout or with loose, rough, grey to grey-brown bark to variable height on trunk; smooth bark white, cream, pale grey or pink-brown, sometimes powdery. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section; juvenile leaves subsessile at first but soon petiolate, opposite for ca 5--10 pairs then alternate, elliptical to ovate, 5.5--11 cm long, 3--7 cm wide, margin crenulate or entire, earliest leaves with lobed or rounded base, later leaves tapering, lightly discolorous, green. -BREAK- Adult leaves alternate, petiole 1.4--3.5 cm long; blade lanceolate to ovate, 7.5--17.5 cm long, 1.7--6 cm wide, usually undulate, base tapering to petiole, concolorous, glossy, green, side-veins greater than 45° to midrib, moderately to densely reticulate, intramarginal vein parallel to and well removed from margin, oil glands mostly intersectional. -BREAK- Inflorescence axillary unbranched, peduncles 0.8--1.6 cm long, buds 7, pedicellate, pedicels 0.2--0.7 cm long. Mature buds ovoid to diamond-shaped (0.8--1.1 cm long, 0.5--0.9 cm wide), green, scar present, operculum conical to beaked (0.2--0.5 cm long), stamens inflexed, anthers cuneate or cuboid, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma usually blunt, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit pedicellate, pedicels 0.2--0.6 cm long, obconical or campanulate, 0.6--1 cm long, 0.6--1.3 cm wide, disc usually raised-annular or level, valves 3 or 4, near rim level or enclosed. -BREAK- Seeds dark brown to grey to black, 1--2.5 mm long, ovoid or flattened-ovoid, often pointed at one end, usually lacunose, dorsal surface smooth or shallowly pitted, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons bilobed; stems usually rounded to square in cross-section; leaves shortly petiolate, opposite for 5--7 nodes then alternate, ovate-elliptic, 3--10 cm long, 1--4 cm wide, base rounded to tapering, margin entire or subcrenulate, apex blunt, slightly discolorous, dull, mid-green above, paler below.",""
"472","Eucalyptus strzeleckii","Eucalyptus","Symphyomyrtus","Maidenaria","Foveolatae","","strzeleckii","","Combination","","","eucalyptus strzeleckii","eucalyptus strzeleckii","","Eucalyptus","strzeleckii",NA,TRUE,FALSE,FALSE,FALSE,30,75,215,14,33,"Tree to 30 m tall. Forming a lignotuber. -BREAK- Bark smooth throughout or with some slabs of fibrous grey to brown bark persistent at base of trunk; smooth bark mottled cream, yellow, pale brown, pinkish and green, often with ribbons of decorticated bark in the upper branches, branchlets non-glaucous. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem square or rounded in cross-section, not glaucous, warty; juvenile leaves always petiolate, opposite for few nodes then alternate, ovate, 4--8 cm long, 1.5--4.7 cm wide, margin entire or crenulate, green; new growth tips glaucous. -BREAK- Adult leaves alternate, petiole 1.2--3.1 cm long; blade lanceolate to ovate or falcate, 7.5--21.5 cm long, 1.4--3.3 cm wide, conspicuously undulate, base tapering to petiole, concolorous, glossy, dark green, side-veins greater than 45° to midrib, moderately to densely reticulate, intramarginal vein parallel to and well removed from margin, oil glands island and intersectional; new growth tips in mature crown strikingly glaucous. -BREAK- Inflorescence axillary unbranched, peduncles 0.5--1.4 cm long, buds 7, pedicellate, pedicels 0.3--0.5 cm long. Mature buds ovoid to diamond-shaped (0.5--0.7 cm long, 0.3--0.4 cm wide), green to yellow, scar present, operculum beaked (0.3--0.4 cm long), stamens inflexed or irregularly flexed, anthers cuboid or cuneate, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit pedicellate, pedicels 0.2--0.5 cm long, obconical, 0.3--0.5 cm long, 0.5--0.7 cm wide, disc raised-annular to convex, or level, valves 3 or 4, near rim level to slightly enclosed. -BREAK- Seeds black or brown, 1--2.5 mm long, ovoid or flattened-ovoid, often pointed at one end, slightly lacunose, dorsal surface slightly pitted or smooth, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons bilobed; stems usually square in cross-section, slightly warty; leaves always petiolate, opposite for 5 to 8 nodes then alternate, ovate-elliptic, 4--5 cm long, 2--3 cm wide, base rounded to truncate, margin entire or subcrenulate, apex pointed or rounded, only slightly discolorous, mid-green above, paler below.",""
"473","Eucalyptus brookeriana","Eucalyptus","Symphyomyrtus","Maidenaria","Foveolatae","","brookeriana","","Combination","","","eucalyptus brookeriana","eucalyptus brookeriana","","Eucalyptus","brookeriana",NA,TRUE,FALSE,FALSE,FALSE,40,65,160,13,55,"Tree to 40 m tall. Forming a lignotuber. -BREAK- Bark rough, brown or grey, fibrous on lower 1--6 m of trunk, smooth above, white, cream, pinkish, orange, or olive-green to coppery, sometimes with horizontal black scars, often with ribbons of decorticated bark in the upper branches. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded or square in cross-section; juvenile leaves always petiolate, opposite, soon becoming alternate, orbicular to ovate to elliptical or oblong, 3--11.5 cm long, 2--5 cm wide, discolorous, glandular, margin entire or crenulate, green. -BREAK- Adult leaves alternate, petiole 1--3.3 cm long; blade lanceolate to falcate or ovate, 6.5--16 cm long, 1.3--5.5 cm wide, flat or undulate, base usually tapering to petiole, margin entire or crenulate, discolorous to weakly so, glossy, green, side-veins usually greater than 45° to midrib, rarely acute, densely to very densely reticulate, intramarginal vein parallel to and well removed from margin, oil glands, numerous, island or intersectional. -BREAK- Inflorescence axillary unbranched, peduncles 0.4--1.5 cm long, buds 7(9) per umbel, pedicels 0.2--0.5 cm long. Mature buds ovoid to diamond-shaped (0.6--1 cm long, 0.3--0.6 cm wide), green, scar present, operculum conical to beaked (0.3--0.5 cm long), stamens inflexed or irregularly flexed, anthers cuboid or cuneate, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit pedicellate (pedicels 0.1--0.5 cm long), cup-shaped, obconical or campanulate, 0.4--0.8 cm long, 0.5--0.7 cm wide, disc raised-annular or convex, or disc level, to slightly descending, valves 3 or 4, exserted or near rim level. -BREAK- Seeds black, brown or grey, 1--2.5 mm long, ovoid or flattened-ovoid or pointed at one end, usually lacunose, dorsal surface smooth or shallowly pitted, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons bilobed; stems usually square in cross-section; leaves shortly petiolate, opposite for 6 to 8 nodes then alternate, ovate-elliptic, 3.5--9 cm long, 1.3--4 cm wide, base rounded to tapering, margin entire or subcrenulate, apex blunt, slightly discolorous, mid-green above, paler below.",""
"474","Eucalyptus cadens","Eucalyptus","Symphyomyrtus","Maidenaria","Foveolatae","","cadens","","Combination","","","eucalyptus cadens","eucalyptus cadens","","Eucalyptus","cadens",NA,TRUE,FALSE,FALSE,FALSE,25,50,130,9,20,"Tree to 25 m tall. Forming a lignotuber. -BREAK- Bark rough and compacted, dark grey, grey-brown or black, on 1--6 m of trunk, or with some loose basal slabs, smooth above, mostly green-grey often with a few ribbons of decorticated bark in the upper branches, branchlets sometimes glaucous. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section, glaucous or non-glaucous, warty or smooth; juvenile leaves initially subsessile, opposite, soon becoming alternate, petiolate, elliptical to oblong, 1.7--5.7 cm long, 0.5--3.5 cm wide, margin crenulate or entire, grey-green or glaucous. New growing tips in crown glaucous. -BREAK- Adult leaves alternate, petiole 0.5--1.7 cm long; blade narrow elliptical to lanceolate to slightly falcate, 5--13 cm long, 0.9--2 cm wide, base tapering to petiole, concolorous, slightly glossy or dull, green to blue-green, side-veins at an acute or wider angle to midrib, moderately to densely reticulate, intramarginal vein parallel to and just within margin or well removed from it, oil glands island and intersectional. -BREAK- Inflorescence axillary unbranched, peduncles 0.2--0.6 cm long, buds 7 per umbel, pedicels 0.1--0.2 cm long. Mature buds broadly fusiform to diamond-shaped or ovoid (0.45--0.7 cm long, 0.25--0.4 cm wide), green to yellow, scar present, operculum slightly beaked to conical (0.25--0.4 cm long), stamens inflexed or irregularly flexed, anthers cuboid or cuneate, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit sessile to shortly pedicellate (pedicels 0--0.2 cm long), broadly obconical, 0.3--0.4 cm long, 0.4--0.6 cm wide, disc raised-convex, or annular, or disc level, valves 3 or 4, exserted. -BREAK- Seeds dullish black, brown or grey, 0.8--1.7 mm long, ovoid or flattened-ovoid, usually lacunose, dorsal surface shallowly pitted or smooth, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons bilobed; stems rounded in cross-section, usually slightly warty, rarely glaucous; leaves shortly petiolate, opposite for ca 6 nodes then alternate, elliptical to oblong, 1--5.3 cm long, 0.3--2.2 cm wide, base rounded to tapering, apex rounded, green to slightly glaucous.",""
"475","Eucalyptus aggregata","Eucalyptus","Symphyomyrtus","Maidenaria","Foveolatae","","aggregata","","Combination","","","eucalyptus aggregata","eucalyptus aggregata","","Eucalyptus","aggregata",NA,TRUE,FALSE,FALSE,FALSE,20,50,120,10,25,"Tree to 20 m tall. Forming a lignotuber. -BREAK- Bark rough throughout or branches <8 cm diameter smooth, rough bark flaky and fissured or fibrous, dark grey to grey-brown. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section; juvenile leaves opposite at first but soon alternate, petiolate, ovate to elliptical or lanceolate, 4--7 cm long, 1.5--3 cm wide, margin entire or crenulate, green. Juvenile leaf shape may vary considerably in a single seedlot. -BREAK- Adult leaves alternate, petioles 0.4--1.5 cm long; blade lanceolate, 5--12 cm long, 1--2.5 cm wide, slightly glossy or dull, side-veins at an acute or wider angle to midrib, moderately to densely reticulate, intramarginal vein parallel to and just within margin or well removed from it (sometimes double), oil glands mostly island. -BREAK- Inflorescence axillary unbranched, peduncles 0.1--0.5 cm long, buds 7 per umbel, shortly pedicellate to rarely sessile, pedicels (0)0.1--0.2 cm long. Mature buds ovoid (0.3--0.5 cm long, 0.2--0.3 cm wide), green to yellow, scar present, operculum conical or beaked (0.15--0.3 cm long), stamens inflexed or irregularly flexed, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, locules 3 or 4, each with 4 vertical ovule rows. Flowers white or cream. -BREAK- Fruit sessile to shortly pedicellate, pedicels 0--0.2 cm long, obconical, 0.2--0.5 cm long, 0.3--0.5 cm wide, disc slightly raised or level, valves 3 or 4, strongly exserted or near rim level. -BREAK- Seeds brown-grey, 1.2--2 mm long, ovoid or flattened-ovoid, often pointed at one end, sometimes lacunose, dorsal surface smooth, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons bilobed to oblong; stems rounded in cross-section, warty or smooth; leaves sessile or shortly petiolate, opposite for 4 or 5 nodes then sub-opposite to alternate, variable in shape but usually ovate-elliptical, 3--6 cm long, 0.6--3.7 cm wide, base tapering, rounded or amplexicaul, green to grey-green. -BREAK-",""
"476","Eucalyptus rodwayi","Eucalyptus","Symphyomyrtus","Maidenaria","Foveolatae","","rodwayi","","Combination","","","eucalyptus rodwayi","eucalyptus rodwayi","","Eucalyptus","rodwayi",NA,TRUE,FALSE,FALSE,FALSE,20,50,135,7,20,"Tree to 20 m tall. Forming a lignotuber. -BREAK- Bark rough on trunk and larger branches, fibrous to box-type, the outer layer crumbly, inner layer hard, grey and grey-brown. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section, usually warty; juvenile leaves opposite and sessile for 6 to 8 nodes, then sub-opposite to alternate, shortly petiolate, lanceolate to elliptical, 2.5--7.8 cm long, 0.7--2 cm wide, green, not scabrid. -BREAK- Adult leaves alternate, petiole 0.5--1.5 cm long; blade narrowly lanceolate to falcate, 5--13.5 cm long, 0.7--2 cm wide, base tapering to petiole, concolorous, glossy, green, side-veins acute, densely to very densely reticulate, intramarginal vein parallel to and just within margin, oil glands island and intersectional. -BREAK- Inflorescence axillary unbranched, peduncles 0.4--0.8 cm long, buds 7, 9 or 11, pedicellate, pedicels 0.2--0.3 cm long. Mature buds ovoid to diamond-shaped (0.4--0.6 cm long, 0.2--0.35 cm wide), green to yellow, scar present, operculum conical (0.2--0.3 cm long), stamens inflexed or irregularly flexed, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit sessile or pedicellate, pedicels 0--0.2 cm long, obconical to hemispherical, 0.2--0.5 cm long, 0.4--0.6 cm wide, disc raised-annular, or level, valves 3 or 4, near rim level. -BREAK- Seeds brown or grey, 1.2--2 mm long, ovoid or flattened-ovoid, often pointed at one end, lacunose, dorsal surface smooth or pitted, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons bilobed to oblong; stems rounded in cross-section, slightly warty or smooth; leaves sessile to shortly petiolate, opposite for 6 to 8 nodes then alternate, oblong to elliptic or ovate-lanceolate, 3--5.5 cm long, 1--2.2 cm wide, base rounded to tapering or slightly lobed, glossy, green.",""
"477","Eucalyptus barberi","Eucalyptus","Symphyomyrtus","Maidenaria","Foveolatae","","barberi","","Lignotuber","","","eucalyptus barberi","eucalyptus barberi","","Eucalyptus","barberi",NA,TRUE,TRUE,FALSE,FALSE,8,50,140,10,35,"Tree or mallee to 8 m tall. Forming a lignotuber. -BREAK- Bark smooth throughout or with loose, grey slabs of rough bark at base or trunks, smooth bark grey, white, cream, green, yellow or brown, often with ribbons of decorticated bark in the upper branches. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded or square in cross-section, warty or smooth; juvenile leaves opposite and sessile for 6 to 11 nodes, becoming alternate, petiolate, lanceolate to elliptical or oblong, 3--8 cm long, 1--3 cm wide, margin entire or crenulate, green. -BREAK- Adult leaves alternate, petiole 1--3.5 cm long; blade elliptical to lanceolate or falcate, 5--14 cm long, 1--3.5 cm wide, flat or undulate, base tapering to petiole, margin entire or crenulate, concolorous, glossy, green, side-veins greater than 45° to midrib, moderately to very densely reticulate, intramarginal vein parallel to and well-removed from margin, oil glands mostly intersectional. -BREAK- Inflorescence axillary unbranched, peduncles 0.5--1.8 cm long, buds 7 per umbel, pedicels 0.2--0.4 cm long. Mature buds ovoid to diamond-shaped or clavate (0.7--1.1 cm long, 0.4--0.6 cm wide), green to yellow sometimes slightly glaucous, scar present, operculum conical or rounded, often beaked (0.3--0.5 cm long), stamens inflexed, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt or tapered, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit pedicellate (pedicels 0.1--0.5 cm long), cupular, cylindrical or obconical, 0.5--1 cm long, 0.6--0.9 cm wide, disc raised-annular to level or slightly descending, valves 3 or 4, near rim level or enclosed. -BREAK- Seeds dark brown to reddish brown or blackish, 1.5--2 mm long, ovoid or flattened-ovoid, usually lacunose, dorsal surface smooth, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons bilobed to oblong; stems square to rounded in cross-section, slightly warty; leaves always petiolate, opposite for 5 to 10 nodes, then alternate, oblong to elliptic or ovate, 3--8 cm long, 1--3 cm wide, base rounded to tapering, green.",""
"478","Eucalyptus � bunyip","Eucalyptus","Symphyomyrtus","Maidenaria","Foveolatae","","� bunyip","","Combination","","","eucalyptus � bunyip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Eucalyptus crenulata","Eucalyptus","Symphyomyrtus","Maidenaria","Crenulatae","","crenulata","","Combination","","","eucalyptus crenulata","eucalyptus crenulata","","Eucalyptus","crenulata",NA,TRUE,FALSE,FALSE,FALSE,12,20,65,15,55,"Tree to 12 m tall. Forming a lignotuber. -BREAK- Bark rough on trunk only or extending to 8 cm diameter branches in older trees, compacted, grey, brown or black; smooth bark grey, yellow or grey-brown, branchlets glaucous or non-glaucous. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section, glaucous, warty. -BREAK- Juvenile leaves persist to mature crown, opposite, sessile, rarely shortly petiolate (to 0.6 cm); blade ovate to cordate, 2--6.5 cm long, 1.5--5.5 cm wide, margin crenulate, base amplexicaul or lobed, initially conspicuously glaucous but eventually maturing inside the crown to glossy dark green above, paler beneath, side-veins greater than 45° to midrib, moderately to densely reticulate, intramarginal vein looped and remote from margin, oil glands mostly island. -BREAK- Inflorescence axillary unbranched, peduncles 0.1--0.8 cm long, buds 7, 9 or 11 per umbel, pedicels 0.1--0.4 cm long. Mature buds obovoid to ovoid or globular, 0.5--0.7 cm long, 0.3--0.4 cm wide, glaucous, smooth or warty, scar present, operculum beaked, stamens inflexed, anthers cuboid or cuneate, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style short or long, stigma blunt, locules 3 or 4, the placentae each with 4 vertical ovule rows; flowers white. -BREAK- Fruit sessile or pedicellate (pedicels to 0.3 cm long), crowded, cup-shaped, 0.3--0.5 cm long, 0.4--0.6 cm wide, glaucous or non-glaucous, disc descending, valves 3 or 4, enclosed. -BREAK- Seeds brown or grey, 1.5--2 mm long, ovoid or flattened-ovoid, often pointed at one end, lacunose, dorsal surface smooth or shallowly reticulate, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons bilobed to oblong; stems rounded in cross-section, glaucous, warty; leaves sessile and opposite throughout, cordate, 1.3--3.5 cm long, 1.5--2.5 cm wide, base amplexicaul, margin conspicuously crenulate, apex pointed, glaucous.",""
"480","Eucalyptus archeri","Eucalyptus","Symphyomyrtus","Maidenaria","'Tasmaniae' ms","","archeri","","Combination","","","eucalyptus archeri","eucalyptus archeri","","Eucalyptus","archeri",NA,TRUE,TRUE,FALSE,FALSE,12,40,90,9,30,"Small tree or mallee to 12 m tall. Forming a lignotuber. -BREAK- Bark smooth, grey-green, grey, pinkish, white or brown, sometimes with horizontal black scars. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded or square in cross-section, warty or smooth; juvenile leaves opposite, sessile and orbicular for at least 25 nodes, becoming alternate, petiolate, orbicular to ovate, 1.3--4 cm long, 0.9--3.2 cm wide, margin crenulate or entire, green or grey-green (only tip growth and newly expanded juvenile leaves glaucous). -BREAK- Adult leaves alternate, petiole 0.8--2.2 cm long; blade lanceolate to elliptical, 4--9 cm long, 0.9--3 cm wide, flat (rarely undulate), base tapering evenly to petiole, margin entire, concolorous or slightly discolorous, glossy, green to grey-green, side-veins greater than 45° to midrib, densely to very densely reticulate, intramarginal vein parallel to and well removed from margin, oil glands scattered, intersectional. -BREAK- Inflorescence axillary unbranched, peduncles 0.1--0.7 cm long, buds 3 per umbel, pedicels to 0.2 cm long or sessile (often only central bud pedicellate). Mature buds oblong to ovoid to obovoid, 0.5--0.7 cm long, 0.3--0.4 cm wide, green, usually slightly angular, scar present, operculum conical, rounded or slightly beaked, stamens inflexed, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style short or long, locules 3 or 4, the placentae each with 4 vertical ovule rows (sometimes with an incomplete fifth row). Flowers white. -BREAK- Fruit sessile, barrel-shaped to obconical, 0.5--0.8 cm long, 0.5--0.8 cm wide, disc descending, valves 3 or 4, near rim level or enclosed. -BREAK- Seeds dark brown or blackish, 1.2--2 mm long, ovoid or flattened-ovoid, often pointed at one end, usually lacunose, dorsal surface smooth or shallowly pitted, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons bilobed; stems usually square in cross-section, sometimes slightly winged, often slightly warty; leaves opposite and sessile for many nodes, orbicular to ovate, 1.5--2.7 cm long, 1.2--2.5 cm wide, base amplexicaul to rounded, apex rounded, glaucous weathering to green.",""
"481","Eucalyptus gunnii","Eucalyptus","Symphyomyrtus","Maidenaria","'Tasmaniae' ms","","gunnii","","Combination","","","eucalyptus gunnii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Eucalyptus gunnii subsp. divaricata","Eucalyptus","Symphyomyrtus","Maidenaria","'Tasmaniae' ms","","gunnii","divaricata","Combination","","","eucalyptus gunnii subsp. divaricata","eucalyptus gunnii","","Eucalyptus","gunnii","divaricata",TRUE,FALSE,FALSE,FALSE,15,40,80,15,30,"(From Potts et al. 2001) Small to medium woodland tree, 12�15 m high, often with markedly divaricating branching. Juvenile leaves opposite, glaucous, cordate-orbicular to elliptical, subcrenulate, sessile, 2.5 x 2 cm. Mature leaves green or subglaucous, alternate, petiolate, narrow to broad-lanceolate 4�8 x 1.5�3 cm. Umbels axillary, three-flowered. Peduncles 5�10 mm. Buds sessile to shortly pedicellate, glaucous, obovate to cylindrical, 6�8 x 5 mm. Operculum shorter than calyx tube. Fruit often glaucous, cylindrical to suburceolate; often urceolate when immature, 7�9 x 6 mm. Branchlets covered in a heavy waxy bloom that often extends onto flower buds and young capsules.",""
"483","Eucalyptus gunnii subsp. gunnii","Eucalyptus","Symphyomyrtus","Maidenaria","'Tasmaniae' ms","","gunnii","gunnii","Combination","","","eucalyptus gunnii subsp. gunnii","eucalyptus gunnii","","Eucalyptus","gunnii","gunnii",TRUE,FALSE,FALSE,FALSE,25,40,90,12,35,"Tree to 25 m tall. Forming a lignotuber. -BREAK- Bark smooth throughout or with some imperfectly decorticated rough bark on basal 1 m of trunk; smooth bark mottled white, yellow, pink, brown, green or grey, branchlets often conspicuously glaucous. -BREAK- Juvenile stem rounded or square in cross section, glaucous or non-glaucous; juvenile leaves opposite and sessile for at least 40 nodes, broadly orbicular to cordate, 1.3--4.5 cm long, 1.7--4 cm wide, margin entire or crenulate, grey-green or glaucous. Crown often has conspicuously glaucous new growth. -BREAK- Adult leaves alternate, petiole 0.9--2.3 cm long; blade lanceolate to elliptical to ovate, 4--9 cm long, 1.2--3.5 cm wide, or undulate, base tapering to petiole, concolorous, dull, grey-green to blue-green, side-veins greater than 45° to midrib, moderately to densely reticulate, intramarginal vein parallel to and just within margin or well removed from it, oil glands mostly intersectional or obscure. -BREAK- Inflorescence axillary unbranched, peduncles 0.3--0.9 cm long, buds 3 per umbel, sessile or on pedicels to 0.4 cm long. Mature buds obovoid to ovoid, 0.5--0.9 cm long, 0.3--0.5 cm wide, glaucous to slightly glaucous weathering to green to reddish-brown, scar present, operculum slightly beaked to conical to rounded or flattened, stamens inflexed, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit sessile or on pedicels to 0.3 cm long, cylindrical to barrel-shaped, often slightly contracted below rim, 0.5--0.9 cm long, 0.5--0.7 cm wide, sometimes slightly ribbed or angled longitudinally, glaucous or non-glaucous, disc descending, valves 3 or 4, near rim level or enclosed. -BREAK- Seeds dark brown to black, 1--2.5 mm long, ovoid or flattened-ovoid, often pointed at one end, dorsal surface smooth, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons bilobed; stems rounded to square in cross-section, usually glaucous; leaves sessile and opposite for many nodes, orbicular to ovate, 1.5--5 cm long, 1.2--5 cm wide, base amplexicaul, margin entire or subcrenulate, apex emarginate to rounded, glaucous, paler on underside.",""
"484","Eucalyptus urnigera","Eucalyptus","Symphyomyrtus","Maidenaria","'Tasmaniae' ms","","urnigera","","Combination","","","eucalyptus urnigera","eucalyptus urnigera","","Eucalyptus","urnigera",NA,TRUE,FALSE,FALSE,FALSE,15,35,90,10,28,"Tree to 15 m tall. Forming a lignotuber. -BREAK- Bark smooth throughout or rarely with some rough strips retained at base of larger trunks; smooth bark mottled light grey, white, yellow, brown, pink and green; branchlets glaucous. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section, glaucous; juvenile leaves opposite and sessile for many pairs becoming alternate in late juvenile phase, orbicular to cordate, 1.2--2.8 cm long, 1.3--2.8 cm wide, amplexicaul, margin crenulate, glaucous.  -BREAK- Crown more or less glaucous. -BREAK- Adult leaves alternate, petiole 0.7--3 cm long; blade broadly lanceolate to lanceolate or elliptical, 3.5--9 cm long, 1--2.8 cm wide, base tapering to petiole, margin entire or subcrenulate, concolorous, at first dull and glaucous, weathering glossy, green, side-veins greater than 45° to midrib, densely to very densely reticulate, intramarginal vein well removed from margin and looped, oil glands mostly intersectional. -BREAK- Inflorescence axillary unbranched, pendulous, peduncles 0.5--2.5 cm long, buds 3 per umbel, pedicels 0.1--1.3 cm long. Mature buds cylindrical but hypanthium narrowed below join with operculum, 1--1.3(1.7) cm long, 0.5--0.7 cm wide, very glaucous, scar present, operculum short, flattened and beaked, stamens inflexed, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt, locules 3 or 4, the placentae each with 4 or 6 vertical ovule rows. Flowers white. -BREAK- Fruit on pedicels 0.1--1 cm long, urceolate, 0.9--1.5 cm long, 0.6--1.1 cm wide, often glaucous, disc descending, valves 3 or 4, enclosed. -BREAK- Seeds dark brown, grey or black, 1.5--2.5 mm long, ovoid or depressed-ovoid to almost cuboid, sometimes lacunose, dorsal surface smooth or shallowly pitted, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons bilobed; stems rounded to square in cross-section, glaucous, warty or smooth; leaves sessile, opposite for many pairs, orbicular to cordate, 1.5--3.5 cm long, 1.7--3.5 cm wide, base usually amplexicaul, margin entire or crenulate, apex rounded to emarginate, glaucous weathering to grey-green. -BREAK-",""
