"","species","taxon1","taxon2","taxon3","taxon4","taxon5","taxon6","taxon7"
"279","Eucalyptus_ewartiana_463","Eucalyptus","ewartiana","463",NA,NA,NA,NA
"280","Eucalyptus_oldfieldii_MC_10775","Eucalyptus","oldfieldii","MC","10775",NA,NA,NA
"281","Eucalyptus_diversicolor_ANBG_7901541","Eucalyptus","diversicolor","ANBG","7901541",NA,NA,NA
"282","Eucalyptus_bakeri_567","Eucalyptus","bakeri","567",NA,NA,NA,NA
"283","Eucalyptus_cneorifolia_195","Eucalyptus","cneorifolia","195",NA,NA,NA,NA
"284","Eucalyptus_communalis_502","Eucalyptus","communalis","502",NA,NA,NA,NA
"285","Eucalyptus_balanites_CANB_687715","Eucalyptus","balanites","CANB","687715",NA,NA,NA
"286","Eucalyptus_decipiens_subsp_decipens_72","Eucalyptus","decipiens","subsp","decipens","72",NA,NA
"287","Eucalyptus_balanopelex_AHT_E22","Eucalyptus","balanopelex","AHT","E22",NA,NA,NA
"288","Eucalyptus_rugulata_42","Eucalyptus","rugulata","42",NA,NA,NA,NA
"289","Eucalyptus_recta_751","Eucalyptus","recta","751",NA,NA,NA,NA
"290","Eucalyptus_kochii_subsp_kochii_657","Eucalyptus","kochii","subsp","kochii","657",NA,NA
"291","Eucalyptus_dolichocera_710","Eucalyptus","dolichocera","710",NA,NA,NA,NA
"292","Eucalyptus_moderata_274","Eucalyptus","moderata","274",NA,NA,NA,NA
"293","Eucalyptus_foliosa_CANB_794339","Eucalyptus","foliosa","CANB","794339",NA,NA,NA
"294","Eucalyptus_angustissima_CANB_794337","Eucalyptus","angustissima","CANB","794337",NA,NA,NA
"295","Eucalyptus_quaerenda_CANB_794294","Eucalyptus","quaerenda","CANB","794294",NA,NA,NA
"296","Eucalyptus_misella_CANB_794329","Eucalyptus","misella","CANB","794329",NA,NA,NA
"297","Eucalyptus_ultima_697","Eucalyptus","ultima","697",NA,NA,NA,NA
"298","Eucalyptus_mannensis_subsp_vespertina_321","Eucalyptus","mannensis","subsp","vespertina","321",NA,NA
"299","Eucalyptus_jutsonii_subsp_jutsonii_187","Eucalyptus","jutsonii","subsp","jutsonii","187",NA,NA
"300","Eucalyptus_salmonophloia_CANB_564460","Eucalyptus","salmonophloia","CANB","564460",NA,NA,NA
"301","Eucalyptus_microschema_CANB_635056","Eucalyptus","microschema","CANB","635056",NA,NA,NA
"302","Eucalyptus_balladoniensis_subsp_balladoniensis_CANB_586833","Eucalyptus","balladoniensis","subsp","balladoniensis","CANB","586833",NA
"303","Eucalyptus_delicata_514","Eucalyptus","delicata","514",NA,NA,NA,NA
"304","Eucalyptus_longicornis_491","Eucalyptus","longicornis","491",NA,NA,NA,NA
"305","Eucalyptus_brockwayi_474","Eucalyptus","brockwayi","474",NA,NA,NA,NA
"306","Eucalyptus_aspersa_297","Eucalyptus","aspersa","297",NA,NA,NA,NA
"307","Eucalyptus_luculenta_705","Eucalyptus","luculenta","705",NA,NA,NA,NA
"308","Eucalyptus_neutra_284","Eucalyptus","neutra","284",NA,NA,NA,NA
"309","Eucalyptus_urna_270","Eucalyptus","urna","270",NA,NA,NA,NA
"310","Eucalyptus_hypolaena_525","Eucalyptus","hypolaena","525",NA,NA,NA,NA
"311","Eucalyptus_indurata_81","Eucalyptus","indurata","81",NA,NA,NA,NA
"312","Eucalyptus_kessellii_subsp_kessellii_343","Eucalyptus","kessellii","subsp","kessellii","343",NA,NA
"313","Eucalyptus_micranthera_334","Eucalyptus","micranthera","334",NA,NA,NA,NA
"314","Eucalyptus_vokesensis_453","Eucalyptus","vokesensis","453",NA,NA,NA,NA
"315","Eucalyptus_wyolensis_699","Eucalyptus","wyolensis","699",NA,NA,NA,NA
"316","Eucalyptus_oleosa_subsp_oleosa_58","Eucalyptus","oleosa","subsp","oleosa","58",NA,NA
"317","Eucalyptus_gillii_459","Eucalyptus","gillii","459",NA,NA,NA,NA
"318","Eucalyptus_socialis_subsp_socialis_276","Eucalyptus","socialis","subsp","socialis","276",NA,NA
"319","Eucalyptus_yalatensis_460","Eucalyptus","yalatensis","460",NA,NA,NA,NA
"320","Eucalyptus_eremicola_subsp_eremicola_542","Eucalyptus","eremicola","subsp","eremicola","542",NA,NA
"321","Eucalyptus_flocktoniae_subsp_flocktoniae_288","Eucalyptus","flocktoniae","subsp","flocktoniae","288",NA,NA
"322","Eucalyptus_optima_708","Eucalyptus","optima","708",NA,NA,NA,NA
"323","Eucalyptus_yumbarrana_262","Eucalyptus","yumbarrana","262",NA,NA,NA,NA
"324","Eucalyptus_cooperiana_293","Eucalyptus","cooperiana","293",NA,NA,NA,NA
"325","Eucalyptus_petrensis_456210","Eucalyptus","petrensis","456210",NA,NA,NA,NA
"326","Eucalyptus_purpurata_83","Eucalyptus","purpurata","83",NA,NA,NA,NA
"327","Eucalyptus_goniantha_subsp_goniantha_286","Eucalyptus","goniantha","subsp","goniantha","286",NA,NA
"328","Eucalyptus_falcata_CANB_630597","Eucalyptus","falcata","CANB","630597",NA,NA,NA
"329","Eucalyptus_ornata_583","Eucalyptus","ornata","583",NA,NA,NA,NA
"330","Eucalyptus_argyphea_59","Eucalyptus","argyphea","59",NA,NA,NA,NA
"331","Eucalyptus_kumarlensis_587","Eucalyptus","kumarlensis","587",NA,NA,NA,NA
"332","Eucalyptus_dissimulata_89","Eucalyptus","dissimulata","89",NA,NA,NA,NA
"333","Eucalyptus_perangusta_51","Eucalyptus","perangusta","51",NA,NA,NA,NA
"334","Eucalyptus_minigwalica_184","Eucalyptus","minigwalica","184",NA,NA,NA,NA
"335","Eucalyptus_salicola_32","Eucalyptus","salicola","32",NA,NA,NA,NA
"336","Eucalyptus_wetarensis","Eucalyptus","wetarensis",NA,NA,NA,NA,NA
"337","Eucalyptus_urophylla_CANB_180346","Eucalyptus","urophylla","CANB","180346",NA,NA,NA
"338","Eucalyptus_olivina_44","Eucalyptus","olivina","44",NA,NA,NA,NA
"339","Eucalyptus_leptophylla_200","Eucalyptus","leptophylla","200",NA,NA,NA,NA
"340","Eucalyptus_orthostemon_446","Eucalyptus","orthostemon","446",NA,NA,NA,NA
"341","Eucalyptus_plauta_35","Eucalyptus","plauta","35",NA,NA,NA,NA
"342","Eucalyptus_discreta_333","Eucalyptus","discreta","333",NA,NA,NA,NA
"343","Eucalyptus_horistes_353","Eucalyptus","horistes","353",NA,NA,NA,NA
"344","Eucalyptus_rigidula_201","Eucalyptus","rigidula","201",NA,NA,NA,NA
"345","Eucalyptus_arborella_361","Eucalyptus","arborella","361",NA,NA,NA,NA
"346","Eucalyptus_uncinata_subsp_uncinata_91","Eucalyptus","uncinata","subsp","uncinata","91",NA,NA
"347","Eucalyptus_latens_292","Eucalyptus","latens","292",NA,NA,NA,NA
"348","Eucalyptus_wandoo_subsp_wandoo_21","Eucalyptus","wandoo","subsp","wandoo","21",NA,NA
"349","Eucalyptus_albida_46","Eucalyptus","albida","46",NA,NA,NA,NA
"350","Eucalyptus_formanii_AHT_E26","Eucalyptus","formanii","AHT","E26",NA,NA,NA
"351","Eucalyptus_foecunda_320","Eucalyptus","foecunda","320",NA,NA,NA,NA
"352","Eucalyptus_fruticosa_30","Eucalyptus","fruticosa","30",NA,NA,NA,NA
"353","Eucalyptus_capillosa_469","Eucalyptus","capillosa","469",NA,NA,NA,NA
"354","Eucalyptus_obesa_70","Eucalyptus","obesa","70",NA,NA,NA,NA
"355","Eucalyptus_brachyandra_MC_10534","Eucalyptus","brachyandra","MC","10534",NA,NA,NA
"356","Eucalyptus_deglupta_BG_859","Eucalyptus","deglupta","BG","859",NA,NA,NA
"357","Eucalyptus_cosmophylla_ANBG_8409259","Eucalyptus","cosmophylla","ANBG","8409259",NA,NA,NA
"358","Eucalyptus_paludicola_ANBG_496820","Eucalyptus","paludicola","ANBG","496820",NA,NA,NA
"359","Eucalyptus_grisea_690","Eucalyptus","grisea","690",NA,NA,NA,NA
"360","Eucalyptus_rudis_351","Eucalyptus","rudis","351",NA,NA,NA,NA
"361","Eucalyptus_cupularis_CANB_785563","Eucalyptus","cupularis","CANB","785563",NA,NA,NA
"362","Eucalyptus_apodophylla_subsp_provecta_CANB_7855329","Eucalyptus","apodophylla","subsp","provecta","CANB","7855329",NA
"363","Eucalyptus_herbertiana_CANB_785524","Eucalyptus","herbertiana","CANB","785524",NA,NA,NA
"364","Eucalyptus_platyphylla","Eucalyptus","platyphylla",NA,NA,NA,NA,NA
"365","Eucalyptus_houseana_MC_10570","Eucalyptus","houseana","MC","10570",NA,NA,NA
"366","Eucalyptus_alba","Eucalyptus","alba",NA,NA,NA,NA,NA
"367","Eucalyptus_mooreana_CANB_750218","Eucalyptus","mooreana","CANB","750218",NA,NA,NA
"368","Eucalyptus_longirostrata_649","Eucalyptus","longirostrata","649",NA,NA,NA,NA
"369","Eucalyptus_canaliculata_698","Eucalyptus","canaliculata","698",NA,NA,NA,NA
"370","Eucalyptus_pumila_227","Eucalyptus","pumila","227",NA,NA,NA,NA
"371","Eucalyptus_prava_220","Eucalyptus","prava","220",NA,NA,NA,NA
"372","Eucalyptus_gregoriensis_503","Eucalyptus","gregoriensis","503",NA,NA,NA,NA
"373","Eucalyptus_scias_subsp_scias_745","Eucalyptus","scias","subsp","scias","745",NA,NA
"374","Eucalyptus_pellita_ANBG_8413520","Eucalyptus","pellita","ANBG","8413520",NA,NA,NA
"375","Eucalyptus_grandis","Eucalyptus","grandis",NA,NA,NA,NA,NA
"376","Eucalyptus_resinifera_subsp_resinifera_750","Eucalyptus","resinifera","subsp","resinifera","750",NA,NA
"377","Eucalyptus_saligna_737","Eucalyptus","saligna","737",NA,NA,NA,NA
"378","Eucalyptus_tintinnans_CANB_557752","Eucalyptus","tintinnans","CANB","557752",NA,NA,NA
"379","Eucalyptus_brassiana_CANB_598285","Eucalyptus","brassiana","CANB","598285",NA,NA,NA
"380","Eucalyptus_amplifolia_subsp_amplifolia_225","Eucalyptus","amplifolia","subsp","amplifolia","225",NA,NA
"381","Eucalyptus_camaldulensis_subsp_camaldulensis_ANBG_8401853","Eucalyptus","camaldulensis","subsp","camaldulensis","ANBG","8401853",NA
"382","Eucalyptus_dwyeri_9406593","Eucalyptus","dwyeri","9406593",NA,NA,NA,NA
"383","Eucalyptus_morrisii_206","Eucalyptus","morrisii","206",NA,NA,NA,NA
"384","Eucalyptus_nudicaulis_703","Eucalyptus","nudicaulis","703",NA,NA,NA,NA
"385","Eucalyptus_flindersii_AHT_E6","Eucalyptus","flindersii","AHT","E6",NA,NA,NA
"386","Eucalyptus_glaucina_626","Eucalyptus","glaucina","626",NA,NA,NA,NA
"387","Eucalyptus_tereticornis_subsp_tereticornis_769","Eucalyptus","tereticornis","subsp","tereticornis","769",NA,NA
"388","Eucalyptus_infera_570","Eucalyptus","infera","570",NA,NA,NA,NA
"389","Eucalyptus_interstans_256","Eucalyptus","interstans","256",NA,NA,NA,NA
"390","Eucalyptus_blakelyi_211","Eucalyptus","blakelyi","211",NA,NA,NA,NA
"391","Eucalyptus_gillenii_720","Eucalyptus","gillenii","720",NA,NA,NA,NA
"392","Eucalyptus_aggregata_580","Eucalyptus","aggregata","580",NA,NA,NA,NA
"393","Eucalyptus_lockyeri","Eucalyptus","lockyeri",NA,NA,NA,NA,NA
"394","Eucalyptus_nanderwairca_9707924","Eucalyptus","nanderwairca","9707924",NA,NA,NA,NA
"395","Eucalyptus_vicina","Eucalyptus","vicina",NA,NA,NA,NA,NA
"396","Eucalyptus_dealbata_212","Eucalyptus","dealbata","212",NA,NA,NA,NA
"397","Eucalyptus_hallii","Eucalyptus","hallii",NA,NA,NA,NA,NA
"398","Eucalyptus_major_602","Eucalyptus","major","602",NA,NA,NA,NA
"399","Eucalyptus_disclusa_232","Eucalyptus","disclusa","232",NA,NA,NA,NA
"400","Eucalyptus_subcrenulata_9702884","Eucalyptus","subcrenulata","9702884",NA,NA,NA,NA
"401","Eucalyptus_seeana_630","Eucalyptus","seeana","630",NA,NA,NA,NA
"402","Eucalyptus_michaeliana_258","Eucalyptus","michaeliana","258",NA,NA,NA,NA
"403","Eucalyptus_brunnea_619","Eucalyptus","brunnea","619",NA,NA,NA,NA
"404","Eucalyptus_parramattensis_subsp_parramattensis_161","Eucalyptus","parramattensis","subsp","parramattensis","161",NA,NA
"405","Eucalyptus_leucophloia_subsp_euroa_500","Eucalyptus","leucophloia","subsp","euroa","500",NA,NA
"406","Eucalyptus_propinqua_696","Eucalyptus","propinqua","696",NA,NA,NA,NA
"407","Eucalyptus_neglecta_72027","Eucalyptus","neglecta","72027",NA,NA,NA,NA
"408","Eucalyptus_botryoides_304","Eucalyptus","botryoides","304",NA,NA,NA,NA
"409","Eucalyptus_morrisbyi_618","Eucalyptus","morrisbyi","618",NA,NA,NA,NA
"410","Eucalyptus_quadrangulata_234","Eucalyptus","quadrangulata","234",NA,NA,NA,NA
"411","Eucalyptus_deanei_623","Eucalyptus","deanei","623",NA,NA,NA,NA
"412","Eucalyptus_camphora_subsp_camphora_621","Eucalyptus","camphora","subsp","camphora","621",NA,NA
"413","Eucalyptus_crenulata_307","Eucalyptus","crenulata","307",NA,NA,NA,NA
"414","Eucalyptus_angophoroides_158","Eucalyptus","angophoroides","158",NA,NA,NA,NA
"415","Eucalyptus_bridgesiana_257","Eucalyptus","bridgesiana","257",NA,NA,NA,NA
"416","Eucalyptus_malacoxylon_576","Eucalyptus","malacoxylon","576",NA,NA,NA,NA
"417","Eucalyptus_dunnii_691","Eucalyptus","dunnii","691",NA,NA,NA,NA
"418","Eucalyptus_retinens_259","Eucalyptus","retinens","259",NA,NA,NA,NA
"419","Eucalyptus_globulus_subsp_globulus_ANBG_85001816","Eucalyptus","globulus","subsp","globulus","ANBG","85001816",NA
"420","Eucalyptus_barberi_600","Eucalyptus","barberi","600",NA,NA,NA,NA
"421","Eucalyptus_cordata_ANBG_8804430","Eucalyptus","cordata","ANBG","8804430",NA,NA,NA
"422","Eucalyptus_kitsoniana_110","Eucalyptus","kitsoniana","110",NA,NA,NA,NA
"423","Eucalyptus_cadens_285","Eucalyptus","cadens","285",NA,NA,NA,NA
"424","Eucalyptus_yarraensis_8005851","Eucalyptus","yarraensis","8005851",NA,NA,NA,NA
"425","Eucalyptus_smithii_217","Eucalyptus","smithii","217",NA,NA,NA,NA
"426","Eucalyptus_baeuerlenii_7810671","Eucalyptus","baeuerlenii","7810671",NA,NA,NA,NA
"427","Eucalyptus_microneura_8603418","Eucalyptus","microneura","8603418",NA,NA,NA,NA
"428","Eucalyptus_splendens_subsp_splendens_303","Eucalyptus","splendens","subsp","splendens","303",NA,NA
"429","Eucalyptus_nortonii_664","Eucalyptus","nortonii","664",NA,NA,NA,NA
"430","Eucalyptus_goniocalyx_subsp_goniocalyx_669","Eucalyptus","goniocalyx","subsp","goniocalyx","669",NA,NA
"431","Eucalyptus_macarthurii_ANBG_no_sn","Eucalyptus","macarthurii","ANBG","no","sn",NA,NA
"432","Eucalyptus_mannifera_subsp_mannifera_610","Eucalyptus","mannifera","subsp","mannifera","610",NA,NA
"433","Eucalyptus_nova_anglica_244","Eucalyptus","nova","anglica","244",NA,NA,NA
"434","Eucalyptus_kartzoffiana_152","Eucalyptus","kartzoffiana","152",NA,NA,NA,NA
"435","Eucalyptus_strzeleckii_subsp_strzeleckii_162","Eucalyptus","strzeleckii","subsp","strzeleckii","162",NA,NA
"436","Eucalyptus_cephalocarpa_178","Eucalyptus","cephalocarpa","178",NA,NA,NA,NA
"437","Eucalyptus_fulgens_9707943","Eucalyptus","fulgens","9707943",NA,NA,NA,NA
"438","Eucalyptus_denticulata_378","Eucalyptus","denticulata","378",NA,NA,NA,NA
"439","Eucalyptus_glaucescens_218","Eucalyptus","glaucescens","218",NA,NA,NA,NA
"440","Eucalyptus_cinerea_subsp_triplex_8703938","Eucalyptus","cinerea","subsp","triplex","8703938",NA,NA
"441","Eucalyptus_pulverulenta_684","Eucalyptus","pulverulenta","684",NA,NA,NA,NA
"442","Eucalyptus_brookeriana_subsp_brookeriana_617","Eucalyptus","brookeriana","subsp","brookeriana","617",NA,NA
"443","Eucalyptus_quinniorum_9707932","Eucalyptus","quinniorum","9707932",NA,NA,NA,NA
"444","Eucalyptus_parvula_164","Eucalyptus","parvula","164",NA,NA,NA,NA
"445","Eucalyptus_canobolensis_497","Eucalyptus","canobolensis","497",NA,NA,NA,NA
"446","Eucalyptus_corticosa_ANBG_54339","Eucalyptus","corticosa","ANBG","54339",NA,NA,NA
"447","Eucalyptus_perriniana_742","Eucalyptus","perriniana","742",NA,NA,NA,NA
"448","Eucalyptus_recurva_ANBG","Eucalyptus","recurva","ANBG",NA,NA,NA,NA
"449","Eucalyptus_saxatilis_7906246","Eucalyptus","saxatilis","7906246",NA,NA,NA,NA
"450","Eucalyptus_vernicosa_ANBG_no_sn","Eucalyptus","vernicosa","ANBG","no","sn",NA,NA
"451","Eucalyptus_ignorabilis_379","Eucalyptus","ignorabilis","379",NA,NA,NA,NA
"452","Eucalyptus_alligatrix_subsp_alligatrix_167","Eucalyptus","alligatrix","subsp","alligatrix","167",NA,NA
"453","Eucalyptus_wilcoxii_168","Eucalyptus","wilcoxii","168",NA,NA,NA,NA
"454","Eucalyptus_rodwayi_62705","Eucalyptus","rodwayi","62705",NA,NA,NA,NA
"455","Eucalyptus_imlayensis_ANBG_782689","Eucalyptus","imlayensis","ANBG","782689",NA,NA,NA
"456","Eucalyptus_scoparia_ANBG_501278","Eucalyptus","scoparia","ANBG","501278",NA,NA,NA
"457","Eucalyptus_elliptica_69616","Eucalyptus","elliptica","69616",NA,NA,NA,NA
"458","Eucalyptus_nobilis_246","Eucalyptus","nobilis","246",NA,NA,NA,NA
"459","Eucalyptus_nicholii_209","Eucalyptus","nicholii","209",NA,NA,NA,NA
"460","Eucalyptus_longifolia","Eucalyptus","longifolia",NA,NA,NA,NA,NA
"461","Eucalyptus_sturgissiana_376","Eucalyptus","sturgissiana","376",NA,NA,NA,NA
"462","Eucalyptus_cypellocarpa_665","Eucalyptus","cypellocarpa","665",NA,NA,NA,NA
"463","Eucalyptus_badjensis_166","Eucalyptus","badjensis","166",NA,NA,NA,NA
"464","Eucalyptus_benthamii_423","Eucalyptus","benthamii","423",NA,NA,NA,NA
"465","Eucalyptus_elaeophloia_372","Eucalyptus","elaeophloia","372",NA,NA,NA,NA
"466","Eucalyptus_viminalis_subsp_viminalis_615","Eucalyptus","viminalis","subsp","viminalis","615",NA,NA
"467","Eucalyptus_gunnii_ANBG_656505","Eucalyptus","gunnii","ANBG","656505",NA,NA,NA
"468","Eucalyptus_dalrympleana_subsp_dalrympleana_ANBG_7804378","Eucalyptus","dalrympleana","subsp","dalrympleana","ANBG","7804378",NA
"469","Eucalyptus_nitens_ANBG_651034","Eucalyptus","nitens","ANBG","651034",NA,NA,NA
"470","Eucalyptus_alaticaulis_371","Eucalyptus","alaticaulis","371",NA,NA,NA,NA
"471","Eucalyptus_acaciiformis_214","Eucalyptus","acaciiformis","214",NA,NA,NA,NA
"472","Eucalyptus_conspicua_113","Eucalyptus","conspicua","113",NA,NA,NA,NA
"473","Eucalyptus_ovata_var_ovata_ANBG_475702","Eucalyptus","ovata","var","ovata","ANBG","475702",NA
"474","Eucalyptus_aromaphloia_subsp_aromaphloia_CANB_564611","Eucalyptus","aromaphloia","subsp","aromaphloia","CANB","564611",NA
"475","Eucalyptus_rubida_subsp_rubida_ANBG_732895","Eucalyptus","rubida","subsp","rubida","ANBG","732895",NA
"476","Eucalyptus_beardiana_CANB_632554","Eucalyptus","beardiana","CANB","632554",NA,NA,NA
"477","Eucalyptus_lucasii_MC_11098","Eucalyptus","lucasii","MC","11098",NA,NA,NA
"478","Eucalyptus_petraea_63","Eucalyptus","petraea","63",NA,NA,NA,NA
"479","Eucalyptus_cuprea_437","Eucalyptus","cuprea","437",NA,NA,NA,NA
"480","Eucalyptus_absita_354","Eucalyptus","absita","354",NA,NA,NA,NA
"481","Eucalyptus_tephrodes_385","Eucalyptus","tephrodes","385",NA,NA,NA,NA
"482","Eucalyptus_sparsa_AHT_E24","Eucalyptus","sparsa","AHT","E24",NA,NA,NA
"483","Eucalyptus_pilbarensis_MC_11120","Eucalyptus","pilbarensis","MC","11120",NA,NA,NA
"484","Eucalyptus_argillacea_CANB_785537","Eucalyptus","argillacea","CANB","785537",NA,NA,NA
"485","Eucalyptus_victrix_327","Eucalyptus","victrix","327",NA,NA,NA,NA
"486","Eucalyptus_dura_775","Eucalyptus","dura","775",NA,NA,NA,NA
"487","Eucalyptus_xerothermica_183","Eucalyptus","xerothermica","183",NA,NA,NA,NA
"488","Eucalyptus_rummeryi_735","Eucalyptus","rummeryi","735",NA,NA,NA,NA
"489","Eucalyptus_fergusonii_subsp_fergusonii_740","Eucalyptus","fergusonii","subsp","fergusonii","740",NA,NA
"490","Eucalyptus_albopurpurea_3","Eucalyptus","albopurpurea","3",NA,NA,NA,NA
"491","Eucalyptus_tetrapleura_746","Eucalyptus","tetrapleura","746",NA,NA,NA,NA
"492","Eucalyptus_fibrosa_subsp_fibrosa_631932","Eucalyptus","fibrosa","subsp","fibrosa","631932",NA,NA
"493","Eucalyptus_scopulorum_670","Eucalyptus","scopulorum","670",NA,NA,NA,NA
"494","Eucalyptus_crebra_ANBG_732903","Eucalyptus","crebra","ANBG","732903",NA,NA,NA
"495","Eucalyptus_caleyi_subsp_caleyi_651","Eucalyptus","caleyi","subsp","caleyi","651",NA,NA
"496","Eucalyptus_rhombica_596","Eucalyptus","rhombica","596",NA,NA,NA,NA
"497","Eucalyptus_decolor_486","Eucalyptus","decolor","486",NA,NA,NA,NA
"498","Eucalyptus_panda_228","Eucalyptus","panda","228",NA,NA,NA,NA
"499","Eucalyptus_decorticans_73445","Eucalyptus","decorticans","73445",NA,NA,NA,NA
"500","Eucalyptus_melanoleuca_605","Eucalyptus","melanoleuca","605",NA,NA,NA,NA
"501","Eucalyptus_polyanthemos_subsp_polyanthemos_659","Eucalyptus","polyanthemos","subsp","polyanthemos","659",NA,NA
"502","Eucalyptus_fasciculosa_289","Eucalyptus","fasciculosa","289",NA,NA,NA,NA
"503","Eucalyptus_limitaris_CANB_785552","Eucalyptus","limitaris","CANB","785552",NA,NA,NA
"504","Eucalyptus_chlorophylla_CANB_785565","Eucalyptus","chlorophylla","CANB","785565",NA,NA,NA
"505","Eucalyptus_coolabah_MC_10582","Eucalyptus","coolabah","MC","10582",NA,NA,NA
"506","Eucalyptus_tectifica_CANB_785474","Eucalyptus","tectifica","CANB","785474",NA,NA,NA
"507","Eucalyptus_raveretiana_685","Eucalyptus","raveretiana","685",NA,NA,NA,NA
"508","Eucalyptus_virens_598","Eucalyptus","virens","598",NA,NA,NA,NA
"509","Eucalyptus_atrata_8603434","Eucalyptus","atrata","8603434",NA,NA,NA,NA
"510","Eucalyptus_lucens_526","Eucalyptus","lucens","526",NA,NA,NA,NA
"511","Eucalyptus_patellaris_CANB_558538","Eucalyptus","patellaris","CANB","558538",NA,NA,NA
"512","Eucalyptus_farinosa_CANB_738929","Eucalyptus","farinosa","CANB","738929",NA,NA,NA
"513","Eucalyptus_granitica_Mt_Annan_831413","Eucalyptus","granitica","Mt","Annan","831413",NA,NA
"514","Eucalyptus_beaniana_CANB_842071","Eucalyptus","beaniana","CANB","842071",NA,NA,NA
"515","Eucalyptus_acroleuca_CANB_593424","Eucalyptus","acroleuca","CANB","593424",NA,NA,NA
"516","Eucalyptus_intertexta_204","Eucalyptus","intertexta","204",NA,NA,NA,NA
"517","Eucalyptus_magnificata_672","Eucalyptus","magnificata","672",NA,NA,NA,NA
"518","Eucalyptus_thozetiana_MC_10632","Eucalyptus","thozetiana","MC","10632",NA,NA,NA
"519","Eucalyptus_distans_CANB_409167","Eucalyptus","distans","CANB","409167",NA,NA,NA
"520","Eucalyptus_sicilifolia_8603421","Eucalyptus","sicilifolia","8603421",NA,NA,NA,NA
"521","Eucalyptus_dawsonii_762","Eucalyptus","dawsonii","762",NA,NA,NA,NA
"522","Eucalyptus_conica_AHT_E9","Eucalyptus","conica","AHT","E9",NA,NA,NA
"523","Eucalyptus_orgadophila_AHT_E10","Eucalyptus","orgadophila","AHT","E10",NA,NA,NA
"524","Eucalyptus_tholiformis_AHT_E13","Eucalyptus","tholiformis","AHT","E13",NA,NA,NA
"525","Eucalyptus_populnea_MC_10633","Eucalyptus","populnea","MC","10633",NA,NA,NA
"526","Eucalyptus_viridis_767","Eucalyptus","viridis","767",NA,NA,NA,NA
"527","Eucalyptus_rudderi_614","Eucalyptus","rudderi","614",NA,NA,NA,NA
"528","Eucalyptus_pruinosa_subsp_pruinosa_Mt_Annan_841760","Eucalyptus","pruinosa","subsp","pruinosa","Mt","Annan","841760"
"529","Eucalyptus_howittiana_496","Eucalyptus","howittiana","496",NA,NA,NA,NA
"530","Eucalyptus_exilipes_CANB_582959","Eucalyptus","exilipes","CANB","582959",NA,NA,NA
"531","Eucalyptus_argophloia_773","Eucalyptus","argophloia","773",NA,NA,NA,NA
"532","Eucalyptus_beyeriana_163","Eucalyptus","beyeriana","163",NA,NA,NA,NA
"533","Eucalyptus_fusiformis_8604718","Eucalyptus","fusiformis","8604718",NA,NA,NA,NA
