name,RowTree,FieldID,DNNumber,genus,subgenus,section,subsection,series,subseries,species,subspecies,variety,habit_tree,habit_mallee,habit_marlock,habit_shrub,height_max_m,regen_lignotuber,regen_epi_buds,regen_lat_roots,blade_lanceolate,blade_falcate,blade_elliptic,blade_linear,blade_ovate,blade_oblong,blade_orbicular,blade_cordate,blade_deltoid,blade_oblanceolate,blade_obovate,blade_obcordate,leaf_length_mm_min,leaf_length_mm_max,leaf_width_mm_min,leaf_width_mm_max,reticulation_sparse,reticulation_moderate,reticulation_dense,reticulation_very_dense,reticulation_obscure,reticulation_unknown,reticulation_absent,oil_glands_island,oil_glands_intersectional,oil_glands_obscure,oil_glands_absent,seed_length_mm_min,seed_length_mm_max,seed_shape_flat_ovoid,seed_shape_ovoid,seed_shape_oblique_pyramidal,seed_shape_pyramidal,seed_shape_cuboid,seed_shape_subspherical,flower_white,flower_yellow,flower_green_yellow,flower_red,flower_orange,flower_purple,botanical_desc
eucalyptus aquilina,R209/T13,CCA4172,4604,Eucalyptus,Eucalyptus,Longistylus,Frutices,Preissianae,Glandulares,aquilina,NA,NA,FALSE,TRUE,FALSE,FALSE,7,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,135,12,25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2.5,6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mallee to 7m tall. Forming a lignotuber. -BREAK- Bark smooth throughout, pale grey and white. -BREAK- Branchlets lacking oil glands in the pith. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): not seen.  -BREAK- Adult leaves alternate, petioles 1--2 cm long; blade lanceolate or becoming falcate, 7--13.5 cm long and 1.2--2.5 cm wide, base tapering to petiole or oblique, margin entire, apex pointed, concolorous, glossy, dark green, side-veins greater than 45° to midrib, reticulation dense, intramarginal vein close to margin, oil glands mostly intersectional and irregular (stellar blobs) plus a few round island glands.  -BREAK- Inflorescence axillary, single, peduncles broadly flattened, 1.2--3.5 cm long and rigidly down-curved or spreading to erect, buds 3 per umbel, sessile (rarely on pedicels 0.2 cm). Mature buds shortly and broadly ovoid to Â± diamond-shaped, 2.8--3.2 cm long, 2.3--3.8 cm wide, scar absent (but bewareâ€”rim of bud may be mistaken for scar), operculum single, conical to rounded and apiculate, stamens mostly oblique and distally deflexed but always some irregularly disposed and flexed, filaments glandular, anthers cuboid, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long and twisted apically or straight, stigma tapered, locules 5(--7), the placentae each with two vertical ovule rows. Flowers white.  -BREAK- Fruit on down-turned peduncles, sessile, broadly obconical, 2--2.9 cm long, 3.5--5 cm wide, rarely slightly ribbed, disc raised and lobed over the 5(--7) valves.  -BREAK- Seeds dark greyish black or blackish brown, 2.5--6 mm long, pyramidal to cuboid, dorsal surface smooth and often lacunose, ridged ventrally with hilum terminal. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform, large; stems rounded in cross-section, scabrid with rough warts; leaves sessile, opposite, amplexicaul for at least 10 nodes, broadly elliptical, 4--7.5 cm long, 2--4.5 cm wide, irregular due to marginal warts, the margins of lower leaves slightly puckered, green, glossy from the first pair. "
eucalyptus conferruminata subsp. conferruminata,R209/T24,CCA4178,4805,Eucalyptus,Symphyomyrtus,Bisectae,Hadrotes,Lehmannianae,Conjunctae,conferruminata,conferruminata,NA,TRUE,FALSE,TRUE,TRUE,5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,46,93,13,32,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.5,3.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA," Bushy-crowned tree to 5 m tall or shrub (marlock), with single stem branching low. Lignotuber absent. -BREAK- Bark smooth throughout, whitish and grey to light grey-tan, shedding in strips. -BREAK- Branchlets lack oil glands in the pith.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): not seen -BREAK- Adult leaves held more or less erect, alternate, petioles 0.2--0.6 cm long; blade elliptical to oblanceolate, 4.6--9.3 cm long, 1.3--3.2 cm wide, base tapering to petiole, margin entire or distantly notched (lenticels sometimes present), apex rounded and mucronate or broadly pointed, concolorous, mid-green, slightly glossy, side-veins acute, reticulation moderate and broken, intramarginal vein remote from margin and sometimes with a second vein close to margin, oil glands scattered, intersectional. -BREAK- Inflorescence axillary unbranched, peduncles coarse, broad and strap-like, 2.2--5.7 cm long, 1.4--2.8 cm wide apically, buds 7--19 per umbel, pedicels absent. Buds syncarpous (all of the buds in an umbel are completely joined by the hypanthium only, the upper part of each bud remaining free); scar left by early shedding of outer (sepaline) operculum is present but may become obscure late in bud development, at maturity the stoutly horn-shaped inner operculum is 3.5--4.5 cm long, whilst its width measured at the base is 1--2.1 cm; stamens erect, long, anthers narrowly oblong, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma blunt, locules 3, the placentae each with (?6)--8 vertical rows of ovules; flowers green to yellow-green. -BREAK- Fruit on stout down turned-peduncles, syncarpous, the complete woody mass up to ca 6.5 cm diameter, individual capsules in the woody mass (1.4)2--2.5 cm wide, length not measurable, dehiscing by elliptical holes formed as the 3 valves split along the sutures but remain connected apically, disc covers the entire surface of the valves. -BREAK- Seeds blackish brown, 1.5--3.5 mm long, angularly ovoid to cuboid, dorsal surface shallowly reticulate, hilum ventral to terminal. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons coarsely Y-shaped; stems triquetrous when young but becoming rounded in cross-section, densely scabrid; leaves always petiolate, opposite for ca 5 nodes then alternate, broadly ovate or deltoid, 4.5--7.5 cm long, 3--6 cm wide, base truncate to rounded or tapering, apex usually rounded, margin wrinkled and indented, green, discolorous, scabrid; scabridity is due to bristle-glands with stellate apices which are most prominent on stems, petioles, leaf margins and veins on underside of lamina but only sparse on lamina generally. "
eucalyptus calycogona subsp. miraculum,R209/T28,CCA4182,4786,Eucalyptus,Symphyomyrtus,Bisectae,Destitutae,Heterostemones,NA,calycogona,miraculum,NA,FALSE,TRUE,FALSE,FALSE,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,110,8,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.8,1.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE," Mallee 3 m to 5 m tall. Forming a lignotuber. -BREAK- Bark smooth throughout, shedding in ribbons, green-grey to dark grey over cream to pale tan.  -BREAK- Branchlets conspicuously glaucous; lacking oil glands in the pith.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): not seen by us [data from Nicolle & French (2009)]; stems waxy; juvenile leaves shortly petiolate, opposite and slightly discolorous for a few nodes, becoming alternate, shortly petiolate, elliptic to ovate, to 4 cm long, to 1.8 cm wide, dull, blue-green or slightly waxy; new growing tips waxy.  -BREAK- Adult leaves alternate, petiole 1--1.8 cm long; blade lanceolate, 5.5--11.0 cm long, 0.8--2.2 cm wide, base tapering to petiole, concolorous, dull, glaucous weathering grey-green to dark green, side-veins very acute, moderately or sparsely reticulate, intramarginal vein parallel to and well removed from margin, oil glands island.  -BREAK- Inflorescence axillary unbranched, peduncles 0.6--1.2 cm long, buds 7 per umbel, pedicels 0.2--0.7 cm long. Mature buds oblong in outline and square in cross-section (0.8--1.2 cm long, 0.4--0.5 cm wide), glaucous, with 4 longitudinal ribs/angles, scar present (outer operculum shed early), inner operculum conical to pyramidal (ca 0.3--0.4 cm long), stamens all inflexed with the longer outer filaments also flexed tangentially in bud, the outer stamens lacking anthers (staminodes), the shorter inner stamens with anthers sub-versatile, more or less basifixed, oblong to reniform, dehiscing by subterminal pores, style long, stigma blunt or conical, locules 4, the placentae each with 4 clear vertical ovule rows. Flowers white. -BREAK- Fruit pedicellate (pedicels 0.3--0.7 cm long), square in cross-section and more or less oblong in outline, 0.8--1.3 cm long, 0.5--0.8 cm wide, with 4 longitudinal ribs/angles, disc descending, valves 3 or 4, deeply enclosed.  -BREAK- Seeds mid-brown, 0.8-1.5 mm long, ovoid to flattened-ovoid, dorsal surface smooth, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at node 10): not grown yet. "
eucalyptus retusa,R210/T14,CCA4191,4801,Eucalyptus,Symphyomyrtus,Bisectae,Hadrotes,Lehmannianae,Conjunctae,retusa,NA,NA,FALSE,TRUE,FALSE,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,55,14,21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE," Mallee or shrub up to 4 m tall. Forming a lignotuber. -BREAK- Bark smooth throughout, cream, grey-brown and pale grey. -BREAK- Branchlets lack oil glands in the pith.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): not seen. -BREAK- Adult leaves alternate, petioles 0.2--0.5 cm long; blade obovate, thick-textured, 3--5.5 cm long, (1.1)1.4--2.1 cm wide, base tapering to petiole, margin entire, apex usually rounded or emarginate (retuse) with a warty apiculum, concolorous, glossy, green, reticulation ? moderate, intramarginal veins prominent and remote from margin, oil glands ? numerous. -BREAK- Inflorescence axillary unbranched, peduncles angular-terete, erect, 4.5--10(14) cm long; buds 13--19 per umbel which is syncarpous, pedicels absent. All the buds in an umbel are joined by the lower fifth to half of the hypanthium only, the upper part of each bud remains free; at maturity the combined length of the fused part plus operculum is ca 4--5 cm. Scar left by the early shedding of the outer (sepaline) operculum is difficult to see; inner (petaline) operculum slightly curved with a few small warts at tip, 5 to 8 times as long as the fused part of the bud (the inner operculum at maturity is ca 4 cm long and is widest at its base being ca 0.5 cm); stamens completely erect, anthers narrowly oblong, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma ?blunt, locules 3, the number of vertical rows of ovules not known. Flowers green-yellow. -BREAK- Fruit on erect peduncles, syncarpous, the individual capsules united basally forming a woody mass, the individual capsules cupular or obconic, ca 0.8 cm long and 0.7--1 cm wide, dehiscing by elliptical holes formed as the 3 valves split along the sutures but remain Â± connected apically, disc covers the surface of the valves. -BREAK- Seeds not seen. -BREAK-  -BREAK- Cultivated seedlings (measured at node 10): not grown by us. From the original description cotyledons Y-shaped (bisected); leaves always petiolate, opposite ca 2-3 nodes then alternate, ovate to orbicular ovate, to 5 cm long, to 4 cm wide, dull pale green, slightly discolorous, lamina scabrous.  "
eucalyptus jutsonii subsp. kobela,R210/T32,CCA4204,4448,Eucalyptus,Symphyomyrtus,Bisectae,Destitutae,Micrantherae,Bakerianae,jutsonii,kobela,NA,FALSE,TRUE,FALSE,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,150,1,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA," Mallee 3 to 6 m tall. Forming a lignotuber. -BREAK- Bark rough to branches ca 3 cm diameter, coarsely fissured and stringy-fibrous, grey.  -BREAK- Branchlets lacking oil glands in the pith.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): not seen.  -BREAK- Adult leaves alternate, petioles to 0.1--0.5 cm long; blade linear, 7--15 cm long, 0.1--0.3 cm wide, base tapering to petiole, margin entire, apex pointed, concolorous, glossy, dark green, thick, side-veins acute or obscure, reticulation moderate to dense or obscure, intramarginal vein not visible or incomplete, oil glands intersectional.  -BREAK- Inflorescence axillary unbranched, peduncles 0.2--0.4 cm long, buds 7, pedicellate (pedicels 0.1--0.2 cm long). Mature buds fusiform to ovoid (0.8--1 cm long, 0.3--0.4 cm wide), scar present (outer operculum shed early), inner operculum conical or weakly beaked (ca 0.5 cm long), stamens all inflexed, anthers cuboid or slightly wider than long, versatile, dorsifixed, dehiscing by short oblique slits, style long and straight, arising between three lobes on the ovary roof, stigma rounded to tapering, ovary roof with sutures passing radially through lobes, locules 3, the placentae each with 4 vertical rows of ovules. Flowers not seen.  -BREAK- Fruit pedicellate (pedicels 0.1--0.3 cm long), cupular-hemispherical, 0.3--0.5 cm long, 0.5--0.6 cm wide, disc level or descending obliquely, valves 3, weakly exserted or at rim level.  -BREAK- Seeds brown, 1.3--1.8 mm long, flattened-ovoid, dorsal surface with shallow or obscure reticulation, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at node 10): (not grown by us, data after Nicolle & French (2007), see above): cotyledons Y-shaped (bisected); leaves sessile, linear, to 11 cm long, to 0.4 cm wide, dull, blue-green. "
eucalyptus nutans,R211/T05,CCA4207,4800,Eucalyptus,Symphyomyrtus,Bisectae,Glandulosae,Erectae,Abundae,nutans,NA,NA,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,15,25,60,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE," Mallet (single-stemmed small tree branching low) to 3 m tall, trunk slender. Lignotuber absent. -BREAK- Bark smooth throughout, shiny, grey over pink-orange and coppery. -BREAK- Branchlets with oil glands in the pith. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): not seen. -BREAK- Adult leaves alternate, petioles (0.4)0.7--1.5 cm long; blade elliptical to oblong or sub-orbicular, 2.4--7.0 cm long, 2.5--6.0 cm wide, base truncate or broadly tapering to petiole, margin distantly indented, apex shallowly emarginate or sometimes rounded, concolorous, green, glossy, side-veins at ca 45° to the midrib, intramarginal vein remote from margin, reticulation obscured by numerous round oil glands. -BREAK- Inflorescence axillary unbranched, peduncles spreading or down-turned, 2.0-4.0(6.0) cm long, strap-like (to 1 cm wide); buds 7 per umbel, normally sessile, rarely pedicels to 0.2 cm long. Mature buds shape difficult to describe (overall 1.8 cm long, 0.8--1 cm wide), the base of bud truncate-obconical with the operculum narrowed suddenly to form a horn shape and approximately the same length as the hypanthium (base), scar present (outer or sepaline operculum shed early), hypanthium with 3--6 prominent longitudinal ridges, stamens erect, anthers narrowly oblong, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma blunt, locules 5(6), the placentae each with 4 or 6 vertical rows of ovules. Flowers with red or pinkish filaments and cream anthers. -BREAK- Fruit normally sessile, rarely shortly pedicellate with pedicels only 0.2 cm long, cupular-obconical, 1.2--1.6 cm long, 1.4--1.9 cm wide, disc descending, valves 5(6), at rim level. -BREAK- Seeds blackish grey, 1--2 mm long, flattened-ovoid, dorsal surface shallowly reticulate, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at node 10): cotyledons Y-shaped (bisected); stems rounded in cross-section, very warty; leaves always petiolate, opposite for ca 6 nodes then alternate, broadly ovate, ca 3.5 cm long, 3--3.2 cm wide, base rounded, apex blunt, dull, green, very warty on surfaces and margins for at least 10 nodes. Wartiness is due to raised oil glands.. "
eucalyptus mcquoidii,R220/T18,CCA4233,3569,Eucalyptus,Symphyomyrtus,Bisectae,Hadrotes,Lehmannianae,Conjunctae,mcquoidii,NA,NA,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,80,5,10,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,2.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Marlock (single-stemmed shrub branching low) or mallet 0.5 to 3 m tall. Lignotuber absent. -BREAK- Bark smooth throughout, pale grey and whitish. -BREAK- Branchlets lacking oil glands in the pith.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): true juvenile growth not seen (post-fire regrowth that is less ca 3 years old, less than 0.5 m tall and not yet reproductive has foliage the same as adult crowns). -BREAK- Adult leaves held erect, alternate, petioles 0.2--0.8 cm long; blade linear to narrowly elliptic-oblong, 4.5--8 cm long, 0.5--1 cm wide, base tapering to petiole, margin entire, apex rounded and with a black warty mucro, concolorous, glossy, mid green, side-veins at an acute or wider angle to midrib (angle of lateral veins variable even within a single leaf), reticulation moderate to dense, broken, intramarginal veins remote from margin and often prominent giving the appearance of 3 main veins, oil glands obscurely island. -BREAK- Inflorescence axillary unbranched, peduncles more or less terete and spreading 3--5 cm long, buds ca 21 to 50 per umbel, pedicels absent. Buds syncarpous (all of the buds in a cluster are joined by the hypanthium only, the upper part of each bud remains free, at maturity the combined length of the fused part plus operculum is ca 5--7 cm, whilst width of individual buds measured at the base of the operculum is 0.4--0.5 cm); scar present (outer operculum lost early) but may be obscure at bud maturity, operculum narrow straight to slightly curved, 4.3--6 cm long, warty at the tip, stamens erect, anthers narrowly oblong, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma blunt, small, locules 3, the placentae each with 4 vertical rows of ovules. Flowers greenish. -BREAK- Fruit a syncarpous, spherical mass on spreading rounded peduncle, the individual fruit in the woody mass 0.6--1 cm wide, length not measurable, dehiscing by elliptical holes formed as the 3 valves split along the sutures but remain fused apically, disc covers surface of valves. -BREAK- Seeds black, 1--2.5 mm long, ovoid to angularly so, dorsal surface shallowly reticulate, hilum ventral/terminal. -BREAK-  -BREAK- Cultivated seedlings (measured at node 10): cotyledons Y-shaped (bisected), robust; stems initially triquetrous becoming rounded in cross-section, scabrid; leaves always petiolate, opposite for 2--4 nodes then alternate, lanceolate to narrowly so, 5--8 cm long, 1.5--3 cm wide, dull, green, margin entire to irregular and undulate; stems, petioles, lamina and margin all scabrid with bristle-glands. "
eucalyptus distuberosa subsp. aerata,R221/T13,CCA4259,3653,Eucalyptus,Symphyomyrtus,Dumaria,NA,Rufispermae,NA,distuberosa,aerata,NA,FALSE,TRUE,FALSE,FALSE,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,92,8,16,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.5,2.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA," Slender mallet to 14 m tall. Lignotuber absent. -BREAK- Bark wholly smooth, dark grey over orange, cream or tan; shedding in long ribbons conspicuously hanging from branches to ground level in springtime. -BREAK- Branchlets have oil glands in the pith.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): not seen.  -BREAK- Adult leaves alternate, petiole 1--1.5 cm long; blade narrowly lanceolate or linear, 5.8--9.2(10) cm long, 0.8--1.6 cm wide, base tapering to petiole, margin entire, apex pointed, concolorous, very glossy, dark green, side-veins at ca 45° to midrib, reticulation moderate to dense, intramarginal vein present and close to margin, oil glands numerous, intersectional. -BREAK- Inflorescence axillary unbranched, peduncles 0.4--0.8 cm long, buds (3)7 per umbel, pedicellate, pedicels 0.3--0.5 cm long. Mature buds obovoid to pyriform (0.8--1 cm long, 0.5--0.6 cm wide), radially striate on operculum and with ca 10 prominent ribs to 1 mm deep continuing down hypanthium, outer operculum shed early leaving a scar, inner operculum conical to ""turban-shaped"", slightly wider than hypanthium at the join when mature, stamens inflexed, anthers oblong to wedge-shaped, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma rounded to tapered, locules (3)4, the placentae each with 4 vertical rows of ovules. Flowers not seen. -BREAK- Fruit pedicellate, pedicels 0.3--0.5 cm long, cupular to obconical, 0.5--0.8 cm long, 0.6--0.8 cm wide, conspicuously ribbed longitudinally, disc descending obliquely or more or less level, valves (3)4, near rim level. -BREAK- Seeds reddish brown and glossy, 1.5--2.5 mm long, flattened-ovoid to slightly angular, dorsal surface sometimes lacunose, smooth to shallowly reticulate, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): (from Nicolle, 2009) cotyledons reniform; stems square in cross-section, slightly warty; leaves always petiolate, [opposite for few nodes then alternate,] ovate, size not recorded, green to blue-green, slightly glossy.  "
eucalyptus distuberosa subsp. distuberosa,R221/T33,CCA4276,3480,Eucalyptus,Symphyomyrtus,Dumaria,NA,Rufispermae,NA,distuberosa,distuberosa,NA,FALSE,TRUE,FALSE,FALSE,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,100,8,15,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1.3,2.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA," Slender mallet to 14 m tall. Lignotuber absent. -BREAK- Bark wholly smooth, light grey to grey and brown over orange to yellow, creamy white or light tan; shedding in long ribbons conspicuously hanging from branches to ground level in springtime. -BREAK- Branchlets have oil glands in the pith.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): not seen.  -BREAK- Adult leaves alternate, petiole 1.2--2 cm long; blade narrowly lanceolate or linear, 6.5--10(12) cm long, 0.8--1.5(2.2) cm wide, base tapering to petiole, margin entire, apex pointed, concolorous, very glossy, green, side-veins at an acute or wider angle to midrib, reticulation moderate to dense, intramarginal vein present, oil glands numerous, intersectional and island. -BREAK- Inflorescence axillary unbranched, peduncles 0.5--1.3 cm long, buds (3)7 per umbel, pedicellate, pedicels 0.2--0.6 cm long. Mature buds obovoid to pyriform (0.6--0.9 cm long, 0.5--0.7 cm wide), radially striate on operculum and with ca 10 weak ribs continuing down hypanthium, outer operculum shed early leaving a scar, inner operculum coarsely beaked to rounded or ""turban-shaped"", slightly wider than hypanthium at the join when mature, stamens inflexed, anthers oblong to wedge-shaped, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma rounded to tapered, locules 4, the placentae each with 4 vertical rows of ovules. Flowers not seen. -BREAK- Fruit pedicellate, pedicels 0.2--0.7 cm long, cupular to obconical, (0.5)0.6--0.8 cm long, 0.6--0.8 cm wide, shallowly ridged longitudinally, disc descending obliquely, valves 4, near rim level. -BREAK- Seeds reddish brown and glossy, 1.3--2.1 mm long, flattened-ovoid to slightly angular, dorsal surface sometimes lacunose, smooth to shallowly reticulate, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): (from Nicolle, 2009) cotyledons reniform; stems square in cross-section, slightly warty; leaves always petiolate, [opposite for few nodes then alternate,] ovate, size not recorded, green to blue-green, slightly glossy.  "
eucalyptus opimiflora,R221/T37,CCA4280,3515,Eucalyptus,Symphyomyrtus,Bisectae,Destitutae,Falcatae,Rugatae,opimiflora,NA,NA,FALSE,TRUE,FALSE,FALSE,7,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,120,8,20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.5,2.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE," Mallee to 7 m tall. Forming a lignotuber. -BREAK- Bark smooth throughout, creamy brown, grey and pale silver grey.  -BREAK- Branchlets lacking oil glands in the pith.  -BREAK- Juvenile stems rounded in cross-section; juvenile leaves always petiolate, opposite for lowest node only then alternate, elliptic lower down then ovate higher up stem, no measurements available, green to grey-green, dull.  -BREAK- Adult leaves alternate, petiole 1--1.8 cm long; blade lanceolate to falcate, 5.5--12 cm long, 0.8--2 cm wide, base tapering to petiole, margin entire, apex pointed, concolorous, green or slightly grey-green, usually glossy but sometimes only weakly so, side-veins about 45° to midrib, reticulation dense, intramarginal vein close to margin, oil glands absent or obscure.  -BREAK- Inflorescence axillary unbranched, peduncles erect to spreading, 0.7--1.6 cm long, buds 7 to 15, pedicellate (pedicels 0.1--0.6 cm long). Mature buds ovoid but slightly constricted at join with hypanthium (1--1.5(1.7) cm long, 0.4--0.7 cm wide), hypanthium ribbed or virtually smooth, scar present (outer operculum shed early), operculum conical and smooth, stamens inflexed, anthers cuboid, versatile, sub-basifixed, dehiscing by longitudinal slits, style long and straight, stigma more or less blunt, locules 3 or 4, the placentae each with 4 vertical rows of ovules. Flowers creamy white.  -BREAK- Fruit pedicellate (pedicels 0.1--0.6 cm long), more or less obconical to truncate-globose, ribbed, almost smooth, 0.5--0.8 cm long, 0.7--1 cm wide, rim thick, disc descending obliquely, valves 3 or 4, slender and prominently exserted but fragile.  -BREAK- Seeds grey-brown to brown, 1.5--2.3 mm long, ovoid or flattened-ovoid, dorsal surface smooth, hilum ventral. -BREAK-  -BREAK- Cultivated seedling: cotyledons Y-shaped (bisected); stems rounded in cross-section; leaves opposite for ca 11 to 12 nodes then alternate, sessile and linear at lowest node then becoming petiolate and elliptical then ovate after alternation, 2.5--3.5 cm long, 1.5--3.5 cm wide, base tapering, margin entire, apex rounded to acute, green to grey-green, dull. "
