name,cca.synonym,genus,species,subspecies,habit_tree,habit_mallee,habit_marlock,habit_shrub,height_max_m,leaf_length_mm_min,leaf_length_mm_max,leaf_width_mm_min,leaf_width_mm_max,botanical_desc
eucalyptus panda,,Eucalyptus,panda,NA,TRUE,FALSE,FALSE,FALSE,20,50,110,8,22,"Tree to 20 m tall. Forming a lignotuber. -BREAK- Ironbark to the small branches, grey or black, moderately hard. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem square or rounded in cross-section; juvenile leaves always petiolate, opposite for 4--6 nodes then alternate, lanceolate to narrowly lanceolate, 5--9 cm long, 1--1.5 cm wide, dull, green to grey-green. -BREAK- Adult leaves alternate, petiole 1--2 cm long; blade linear to lanceolate, 5--11 cm long, 0.8--2.2 cm wide, base tapering to petiole, concolorous, dull, green to grey-green, side-veins greater than 45° to midrib, moderately to densely reticulate, intramarginal vein parallel to and remote from margin, oil glands intersectional or obscure. -BREAK- Inflorescence terminal compound and sometimes axillary unbranched also, peduncles 0.2--0.8 cm long, buds 7 per umbel, pedicels 0.1--0.4 cm long. Mature buds ovoid to diamond-shaped, 0.4--0.7 cm long, 0.3--0.4 cm wide, green to yellow, sometimes slightly ribbed, scar present, operculum conical to beaked, stamens inflexed, with outer staminodes, anthers adnate, positioned obliquely at filament tip, cuboid, dehiscing by terminal pores, style long, stigma pin-head shaped or blunt, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit on pedicels 0.1--0.6 cm long, broadly cupular or hemispherical, 0.4--0.6 cm long, 0.5--0.7 cm wide, disc descending, valves 3, 4 or 5, slightly exserted to just below rim level. -BREAK- Seeds brown, 0.5--1.5 mm long, flattened-ovoid, dorsal surface smooth or shallowly pitted, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform to oblong; stems square to rounded in cross-section; leaves always petiolate, opposite for 4--6 nodes then alternate, narrowly lanceolate to linear, 5--11 cm long, 0.5--1.5 cm wide, base tapering, margin entire, apex pointed, dull, green."
eucalyptus paniculata,,Eucalyptus,paniculata,NA,TRUE,FALSE,FALSE,FALSE,30,50,180,12,30,"Tree to 30 m tall. Forming a lignotuber. -BREAK- Ironbark to small branches, grey to black or brownish, hard and deeply furrowed longitudinally. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem square in cross-section; juvenile leaves always petiolate, opposite for about 6 pairs then alternate, ovate to lanceolate, 3.5--7 cm long, 1.5--3 cm wide, discolorous, green. -BREAK- Adult leaves alternate, petiole 0.9--2.5 cm long; blade lanceolate to falcate, 5--18 cm long, 1.2--3 cm wide, base tapering to petiole, discolorous, glossy, green, side-veins greater than 45° to midrib, densely to very densely reticulate, intramarginal vein parallel to and just within margin, oil glands intersectional or obscure. -BREAK- Inflorescence terminal compound and sometimes unbranched in subterminal axils also, peduncles 0.5--1.5 cm long, buds 7 per umbel, pedicels 0.3--0.9 cm long. Mature buds ovoid to diamond-shaped, base of hypanthium more or less square in cross-section, 0.5--0.9 cm long, 0.4--0.5 cm wide, green to yellow, scar present, operculum conical, stamens inflexed, with outer staminodes, anthers adnate, positioned obliquely at filament tip, cuboid, dehiscing by terminal pores, style long, stigma pin-head shaped, locules 4 or 5, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit on pedicels 0.2--1 cm long, obconical, hemispherical or cup-shaped, sometimes almost square in cross section, 0.4--0.8 cm long, 0.4--0.8 cm wide, often weakly ribbed longitudinally, disc descending but frequently obscured by persistent broad staminophore, valves 4 or 5, near rim level or enclosed. -BREAK- Seeds brown, 1.5--2 mm long, flattened-ovoid, dorsal surface shallowly reticulate, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform to oblong; stems square in cross-section; leaves always petiolate, opposite for ca 5--7 nodes then alternate, ovate, 4.5--7 cm long, 2--4.5 cm wide, base tapering to rounded, margin entire, apex pointed, dull, green."
eucalyptus paniculata,,Eucalyptus,paniculata,NA,TRUE,FALSE,FALSE,FALSE,30,60,120,15,35,"Tree to 30 m tall. Forming a lignotuber. -BREAK- Ironbark, furrowed longitudinally and kino-impregnated, grey and, atypically for ironbark, soft; extending to smaller branches.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded or square in cross-section; juvenile leaves always petiolate, opposite for 3 to 7 nodes then alternate, broadly ovate, 5--8 cm long, 3--5 cm wide, base truncate, rounded or tapering to petiole, discolorous, glossy, bright green. -BREAK- Adult leaves alternate, petiole 1--2 cm long; blade lanceolate, 6--12 cm long, 1.5--3.5 cm wide, base tapering to petiole, discolorous, glossy, green, side-veins greater than 45° to midrib, very densely reticulate, intramarginal vein parallel to and remote from margin, oil glands island and intersectional. -BREAK- Inflorescence terminal compound, and sometimes small panicles in sub-terminal axils also, peduncles 0.6--1.7 cm long, buds 7 per umbel, pedicels 0.3--0.8 cm long. Mature buds clavate to ovoid or diamond-shaped, 0.6--0.7 cm long, 0.3--0.4 cm wide, green to brown, at times faintly angled longitudinally, outer operculum shed early and scar may be obscure in mature buds, operculum conical to beaked, stamens inflexed, with outer staminodes, anthers adnate, positioned obliquely at filament tip, cuboid to cuneate, dehiscing by terminal pores, style long, stigma blunt, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit on pedicels 0.4--0.9 cm long, obconical, 0.5--0.9 cm long, 0.5--0.7 cm wide, sometimes slightly angled longitudinally, disc descending, valves 3 or 4, enclosed. -BREAK- Seeds brown, 1--2 mm long, flattened-ovoid, often pointed at one end, dorsal surface shallowly reticulate, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform to oblong; stems square in cross-section; leaves always petiolate, opposite until nodes 3 or 4 then alternate, ovate, 5--9 cm long, 3.5--6 cm wide, base truncate to rounded to tapering, margin entire, apex pointed, discolorous, bright glossy green above, paler beneath."
eucalyptus pantoleuca,,Eucalyptus,pantoleuca,NA,TRUE,FALSE,FALSE,FALSE,10,90,150,70,160,"Small tree to c. 6 m tall, occasionally to 10 m and often of poor form. Forming a lignotuber. -BREAK- Bark smooth and powdery throughout, new bark pale pink to pale orange, maturing to white. Branchlets very glaucous and 4-angled. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems square in cross-section and prominently winged, usually glaucous; leaves opposite, always petiolate, lamina orbicular to deltoid, 9.5--15 cm long, 10--15.5 cm wide, base truncate or shallowly lobed, margin entire, apex usually rounded, rarely shallowly emarginate, grey-green to glaucous. -BREAK- Adult leaves usually opposite but occasionally sub-opposite to alternate, always petiolate, petioles flattened, 1.5--3.5 cm; blade orbicular to deltoid to rarely ovate, (7)9--15(17) cm long, (5.8)7--16 cm wide, base truncate to rounded, rarely lobed or tapering to the petiole, margin entire, apex rounded to pointed, concolorous, dull, glaucous, side-veins at a wider angle than 45° to the midrib, reticulation very dense, intramarginal vein present, looped well inside the margin, oil glands small, island and intersectional. -BREAK- Inflorescence axillary unbranched, peduncles (0.8)1--2 cm long, buds per umbel 3, sessile or pedicellate (pedicels 0--1 cm long). Mature buds obovoid to broadly fusiform, 1.4--2.5 cm long, 1.3--2.2 cm wide, glaucous, scar present and prominent, operculum rounded (0.7--1.5 cm long), hypanthium sometimes 2-ridged, stamens irregularly flexed or oblique, anthers oblong, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma blunt, locules 4, the placentae each with 4 to 6 vertical rows of ovules. Flowers white. -BREAK- Fruit sessile to rarely pedicellate (0--0.7 cm long), obconical, 0.9--1.5 cm long, 1.5--2.4 cm wide, usually glaucous, but glaucescence weathering with age, disc raised to level, convex to annular, valves normally 4, strongly exserted. -BREAK- Seeds dark brown to black, 2--2.5 mm long, ovoid to Â± obliquely pyramidal, dorsal surface shallowly to sometimes deeply reticulate, sides often ribbed, edge of seed sharply toothed, hilum ventral or terminal. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform to oblong; stems square in cross-section, not glaucous at this stage; leaves always petiolate (petioles 0.6--1 cm), opposite throughout, ovate to elliptic, 4.5--7.5 cm long, 1.6--3 cm wide, base tapering to petiole, apex bluntly pointed, green, discolorous."
eucalyptus parramattensis subsp. decadens,,Eucalyptus,parramattensis,decadens,TRUE,FALSE,FALSE,FALSE,10,80,200,15,30,"Tree to 10 m tall. Forming a lignotuber. -BREAK- Bark smooth, becoming granular with age, mottled grey, yellow, brown or pink. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded or square in cross section; juvenile leaves always petiolate, opposite for ca 4 to 7 nodes then alternate, lanceolate, 6--13 cm long, 1.5--3.2 cm wide, base tapering to petiole, dull, green to blue-green. -BREAK- Adult leaves alternate, petiole 1--3 cm long; blade lanceolate to falcate, 8--20 cm long, 1.5--3 cm wide, base tapering to petiole, concolorous, glossy, green, side-veins greater than 45° to midrib, moderately reticulate, intramarginal vein parallel to and remote from margin, oil glands mostly island. -BREAK- Inflorescence axillary unbranched, peduncles 0.7--1.2 cm long, buds 7, pedicellate (pedicels 0.2--0.5 cm long). Mature buds ovoid (0.9--1.2 cm long, 0.5--0.6 cm wide), green to yellow or creamy, scar present, operculum conical (0.6--0.8 cm long), stamens erect or irregularly flexed, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt, locules usually 4, the placentae each with 6 vertical ovule rows. Flowers white. -BREAK- Fruit pedicellate (pedicels 0.3--0.4 cm long), hemispherical, 0.4--0.6 cm long, 0.7--0.9 cm wide, disc raised-convex, annular or vertical, valves usually 4, strongly exserted. -BREAK- Seeds brown, 0.7--1.2 mm long, pyramidal or cuboid, dorsal surface pitted, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons oblong; stems square in cross-section; leaves always petiolate, opposite for 3 to 7 nodes, then alternate, lanceolate, 7.5--11 cm long, 1.5--3.2 cm wide, base tapering, dull, green."
eucalyptus parramattensis subsp. parramattensis,,Eucalyptus,parramattensis,parramattensis,TRUE,FALSE,FALSE,FALSE,15,70,150,12,25,"Tree to 15 m tall. Forming a lignotuber. -BREAK- Bark smooth, becoming granular with age, mottled grey, brown, yellow or pink. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded or square in cross section; juvenile leaves always petiolate, opposite for ca 4 to 7 nodes then alternate, lanceolate, 5--12 cm long, 0.5--3 cm wide, base tapering to petiole, dull, green to blue-green. -BREAK- Adult leaves alternate, petiole 0.8--2.5 cm long; blade narrowly lanceolate to lanceolate to falcate, 7--15 cm long, 1.2--2.5 cm wide, base tapering to petiole, concolorous, glossy, green, side-veins greater than 45° to midrib, moderately reticulate, intramarginal vein parallel to and remote from margin, oil glands mostly island. -BREAK- Inflorescence axillary unbranched, peduncles 0.5--1 cm long, buds 7, pedicellate (pedicels 0.3--0.5 cm long). Mature buds ovoid (0.6--1 cm long, 0.3--0.5 cm wide), scar present, operculum conical (0.3--0.7 cm long), stamens erect to inflexed or irregularly flexed, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt or tapered, locules usually 4, the placentae each with 4 or 6 vertical ovule rows (indistinct at times). Flowers white. -BREAK- Fruit pedicellate (pedicels 0.2--0.5 cm long), hemispherical, 0.3--0.5 cm long, 0.5--0.7 cm wide, disc raised-annular to level or slightly descending, valves 4, exserted. -BREAK- Seeds brown, 0.7--1 mm long, pyramidal or cuboid, dorsal surface pitted, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons oblong; stems square in cross-section; leaves always petiolate, opposite for 3 to 7 nodes, then alternate, lanceolate, 7.5--12 cm long, 1--2.7 cm wide, base tapering, dull, green."
eucalyptus parvula,,Eucalyptus,parvula,NA,TRUE,FALSE,FALSE,FALSE,10,0,5,5,15,"Tree to 10 m tall. Forming a lignotuber. -BREAK- Bark smooth throughout or with some persistent rough, grey bark on lower trunk; smooth bark predominantly dark grey, at times with ribbons of decorticated bark in the upper branches. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section; juvenile leaves opposite for many pairs, sessile, elliptical to ovate or lanceolate, 1.6--4 cm long, 0.9--1.3 cm wide, green.  -BREAK- Crown characteristically retains large numbers of juvenile leaves, with some petiolate, lanceolate intermediate and adult leaves. Crown leaves opposite or alternate, petiole 0--0.5(1) cm long; blade elliptical to lanceolate, 3--8 cm long, 0.5--1.5 cm wide, base tapering to petiole, concolorous, dull, green, side-veins greater than 45° to midrib, moderately reticulate, intramarginal vein parallel to and just within margin, oil glands mostly island. -BREAK- Inflorescence axillary unbranched, peduncles 0.2--0.7 cm long, buds 7 per umbel, sessile (sometimes central bud with 0.1 cm pedicel). Mature buds ovoid to obovoid or fusiform, smooth or slightly warty, 0.4 cm long, 0.2--0.3 cm wide, scar present, operculum conical to rounded, stamens irregularly flexed or inflexed, anthers cuboid to globoid, versatile, slits separate, style short, stigma blunt, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit sessile or rarely pedicel 0.1 cm long, cup-shaped, 0.3--0.4 cm long, 0.3--0.5 cm wide, disc raised-convex or annular to level or descending, valves 3 or 4, near rim level. -BREAK- Seeds dark brown, 1--1.5 mm long, ovoid or flattened-ovoid, often lacunose, dorsal surface smooth, hilum ventral.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons bilobed; stems square to rounded in cross-section; leaves sessile and opposite for many pairs, ovate, 1.5--2.5 cm long, 1--2 cm wide, base stem-clasping, margin entire, apex pointed, dull, green."
eucalyptus patellaris,,Eucalyptus,patellaris,NA,TRUE,FALSE,FALSE,FALSE,15,95,270,13,35,"Tree to 15 m tall. Forming a lignotuber. -BREAK- Bark rough to small branches, finely fissured, box-type becoming tessellated on larger trunks, grey to grey-white. -BREAK- Branchlets lack oil glands in the pith; not glaucous. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section; juvenile leaves always petiolate, alternate, ovate, 9--13.5 cm long, 3.5--6 cm wide, base tapering to rounded, dull green.  -BREAK- Adult leaves alternate, petioles 0.8--2.6 cm long; blade lanceolate to narrowly so, or falcate, (8.2)9.5--27 cm long, 1.3--3.5(4.8) cm wide, base tapering to petiole, margin entire, apex pointed, concolorous, dull to glossy, green, side-veins acute or at more than 45° to midrib, reticulation dense to very dense, intramarginal vein close to margin, oil glands sparse, intersectional. -BREAK- Inflorescence terminal compound, peduncles Â± rounded, 0.5--2.5 cm long, buds 7 per umbel but occasionally irregular due to internode elongation within an umbel, pedicels 0.4--1.2 cm long. Mature buds pyriform to obovoid, widest at the join of operculum and hypanthium when bud is mature, 0.9--1.6 cm long, ca 0.6--0.9 cm wide, scar present (outer operculum shed early), operculum beaked to conical or turban-shaped, stamens usually irregularly flexed, all fertile, anthers adnate, basifixed, cuboid, dehiscing by lateral slits, style long and straight, stigma blunt, locules 4 or 5(6), the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit pedicels 0.2--1 cm long, usually campanulate or cupular or rarely almost cylindrical, 0.6--1.2 cm long, 0.6--1.3 cm wide, rim prominent sometimes flared, disc level to very slightly descending, valves 4 or 5(6), rim level or exserted. -BREAK- Seeds dark brown, 1.5--4 mm long, flattened-ovoid, dorsal surface shallowly reticulate, hilum ventral. Cultivated seedlings (measured at ca node 10): cotyledons large, reniform; stems rounded to square in cross-section; leaves always petiolate (petioles 0.4--1.2 cm), opposite for 6 to 9 nodes then becoming alternate, lanceolate to broadly so, 5--13.5 cm long, 1.5--3.8 cm long, base tapering, apex pointed, dull, green, Â± concolorous."
eucalyptus patens,,Eucalyptus,patens,NA,TRUE,FALSE,FALSE,FALSE,40,80,170,15,30,"Tree to 40 m tall. Forming a lignotuber. -BREAK- Bark rough to small branches, stringy, crumbly, corky, fissured deeply longitudinally, grey-brown.  -BREAK- Branchlets lacking oil glands in the pith.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section; juvenile leaves opposite, sessile and stem-clasping for up to ca 10 nodes then becoming petiolate, alternate, ovate, 8--20 cm long, 4.5--10.5 cm wide, discolorous, green, apex a drip-tip.  -BREAK- Adult leaves alternate, petiole 1.2--2.8 cm long; blade lanceolate to falcate, 8--17 cm long, 1.5--3 cm wide, base tapering to petiole or oblique, margin entire, apex acute, concolorous, usually dull, green, side-veins greater than 45° to midrib, reticulation moderate to dense, intramarginal vein close to margin, oil glands obscure or absent.  -BREAK- Inflorescence axillary unbranched, peduncles 0.5--2.2 cm long, buds 7, 9 or 11 per umbel, pedicels 0.3--0.7 cm long. Mature buds pyriform to obovate, 0.7--1.1 cm long, 0.5--0.7 cm wide, scar absent, the single operculum rounded and apiculate, stamens irregularly flexed or outer more or less erect and inner inflexed, anthers oblong to reniform, versatile, dorsifixed, dehiscing by longitudinal slits that are not confluent apically, style long and straight, stigma tapered, locules 4, the placentae each with 2 vertical rows of ovules. Flowers white.  -BREAK- Fruit on pedicels 0.1--0.7 cm long, truncate-globose to barrel-shaped, rarely narrowing below rim to form a neck, 0.7--1.4 cm long, 0.7--1.3 cm wide, disc descending, valves 4, enclosed.  -BREAK- Seeds similar in size, shape and colour to chaff particles, mid to dark brown, 1.5--3 mm long, D-shaped to more or less pyramidal, dorsal surface rounded, hilum terminal. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems in cross-section, minutely scabrid variably below node 3 to 8; leaves sessile, opposite, elliptical and amplexicaul for ca 8 nodes, becoming shortly petiolate but remaining opposite until at least node 10, broadly ovate with rounded bases, 6.5--14 cm long, 4--7 cm wide, discolorous throughout, dull, dark green above."
eucalyptus pauciflora subsp. acerina,,Eucalyptus,pauciflora,acerina,TRUE,TRUE,FALSE,FALSE,12,55,125,10,30,"Tree or mallee to 12 m tall. No parts glaucous. Forming a lignotuber. -BREAK- Bark smooth and shiny throughout, white, cream, grey and green, shed from stems and branches in ribbons. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section, warty or smooth; juvenile leaves opposite for 5 to 7 pairs then alternate, petiolate, ovate to elliptic, 3--8 cm long, 2--5 cm wide, base rounded to tapering, tending to oblique, concolorous, dull, blue-green. -BREAK- Adult leaves alternate, petiole 1--2 cm long; blade ovate to lanceolate to elliptical, 5.5--12.5 cm long, 1--3 cm wide, base oblique or tapering to petiole, concolorous, very glossy, green, parallel-veined, sparsely to moderately reticulate, intramarginal vein parallel to and well removed from margin, oil glands island. -BREAK- Inflorescence axillary unbranched, peduncles 0.2--0.7 cm long, buds 9 to ?15 per umbel, pedicels to 0.2 cm long (rarely sessile). Mature buds obovoid to pyriform (slightly), 0.5 cm long, 0.4 cm wide, green to red-brown, smooth or slightly warty, scar absent, operculum rounded, sometimes apiculate, stamens inflexed or irregularly flexed, anthers reniform to cordate, versatile, dorsifixed, dehiscing by confluent slits, style short, stigma tapered, locules 3 or 4, the placentae each with 2 vertical ovule rows. Flowers white. -BREAK- Fruit sessile or on pedicels to 0.2 cm long, hemispherical or obconical, 0.5--0.6 cm long, 0.5--1 cm wide, disc raised-convex to oblique or level, valves 3 or 4, near rim level. -BREAK- Seeds dark brown or black, 1.5--2 mm long, pyramidal or obliquely pyramidal, dorsal surface smooth, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded in cross-section, non-glaucous; leaves shortly petiolate, opposite for 5 to 6 pairs then alternate, ovate-elliptic, 5--8 cm long, 2.5--5 cm wide, base truncate to rounded or tapering and eventually slightly oblique, margin entire, apex pointed, dull, grey-green."
eucalyptus pauciflora subsp. debeuzevillei,,Eucalyptus,pauciflora,debeuzevillei,TRUE,TRUE,FALSE,FALSE,10,75,180,16,50,"Tree or mallee to 10 m tall. Forming a lignotuber. -BREAK- Bark smooth, grey, white, cream or light brown, often with scribbles; branchlets usually glaucous. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section, usually glaucous; juvenile leaves opposite and shortly petiolate for ca 5 nodes then alternate, petiolate, ovate to broadly lanceolate, 5.5--9(10) cm long, 3--5.5 cm wide, base truncate to rounded or tapering to petiole, tending to oblique, dull, blue-green or glaucous. -BREAK- Adult leaves alternate, petiole 1.2--2.5 cm long; blade broadly lanceolate to lanceolate or falcate, 7.5--18 cm long, 1.6--5 cm wide, base oblique or tapering to petiole, concolorous, glossy, green to blue-green, parallel-veined, sparsely to moderately reticulate, intramarginal vein parallel to and well removed from margin, oil glands island. -BREAK- Inflorescence axillary unbranched, peduncles 0.4--1.3 cm long, buds 9 to ?15 per umbel, sessile or with pedicels to 0.2 cm long. Mature buds clavate to oblong, with sharp longitudinal angles, 0.8--1.2 cm long, 0.4--0.6 cm wide, usually glaucous and warty, scar absent, operculum conical, stamens inflexed or irregularly flexed, anthers reniform to cordate, versatile, dorsifixed, dehiscing by confluent slits, style short, stigma blunt or tapered, locules 3 or 4, the placentae each with 2 or 4 vertical ovule rows. Flowers white. -BREAK- Fruit sessile or with pedicels to 0.2 cm long, cup-shaped to barrel-shaped or obconical, 0.8--1.3(1.5) cm long, 0.7--1.2 cm wide, often slightly angled longitudinally, usually glaucous, disc level, valves 3 or 4, enclosed or near rim level. -BREAK- Seeds dark brown or grey, 1.5--2.2 mm long, pyramidal or obliquely pyramidal, dorsal surface smooth, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded in cross-section, glaucous; leaves sessile to shortly petiolate, elliptic and opposite for 5 or 6 pairs then alternate, ovate, 7--9 cm long, 3--5 cm wide, base rounded to tapering, margin entire, apex pointed, dull, glaucous or blue-grey."
eucalyptus pauciflora subsp. hedraia,,Eucalyptus,pauciflora,hedraia,TRUE,TRUE,FALSE,FALSE,10,55,155,15,40,"Tree or mallee to 10 m tall. Forming a lignotuber. -BREAK- Bark smooth, white, grey, pale brown, green and yellow, often with scribbles; branchlets usually glaucous. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section, glaucous, warty or smooth; juvenile leaves opposite for 7 to 10 nodes then alternate, petiolate, orbicular to ovate or oblong, 4.5--12 cm long, 2.3--6 cm wide, base truncate to rounded or tapering to petiole, tending to oblique, dull, blue-green to glaucous. -BREAK- Adult leaves alternate, petiole 1--3.2 cm long; blade broadly lanceolate to ovate to elliptical to falcate, 5.5--15.5 cm long, 1.5--4 cm wide, base tapering or petiole, concolorous, glossy, green to blue-green, parallel veined, sparsely to moderately reticulate, intramarginal vein parallel to and well removed from margin, oil glands island. -BREAK- Inflorescence axillary unbranched, peduncles 0--0.7 cm long, buds 11 to ?15 per umbel, usually sessile (pedicel rarely 0.1 cm long). Mature buds obovoid or clavate, 0.6--1 cm long, 0.5--0.6 cm wide, green and red, often glaucous, warty or smooth, scar absent, operculum conical to rounded, stamens inflexed, anthers reniform to cordate, versatile, dorsifixed, dehiscing by confluent slits, style short, stigma tapered, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit sessile, broadly hemispherical or cup-shaped, 0.8--1.2 cm long, 1--1.5 cm wide, usually glaucous, disc raised-convex or level, valves 3 or 4, near rim level. -BREAK- Seeds dark brown or black, 1.5--3 mm long, pyramidal or obliquely pyramidal, dorsal surface smooth, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded in cross-section, glaucous; leaves sessile to shortly petiolate, opposite for 7 to 10 pairs then alternate, oblong to ovate, 4.5--11.5 cm long, 2.3--6.5 cm wide, base slightly lobed to tapering, margin entire, apex rounded and apiculate, dull, blue-grey to grey-green."
eucalyptus pauciflora subsp. niphophila,,Eucalyptus,pauciflora,niphophila,TRUE,FALSE,FALSE,TRUE,7,50,100,12,30,"Tree large shrub, to 7 m tall. Lignotuber present. -BREAK- Bark smooth, white to cream and grey, with patches of yellow and pink, often with scribbles; branchlets glaucous. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section, glaucous, slightly warty or smooth; juvenile leaves opposite for 4 to 10 nodes then alternate, petiolate, ovate, 2.5--7.5 cm long, (1.2)2--3.5 cm wide, base truncate to rounded or tapering to petiole, dull, blue-green to glaucous. -BREAK- Adult leaves alternate, petiole 1--2 cm long; blade lanceolate to ovate to falcate or elliptical, 5--10 cm long, 1.2--3 cm wide, base oblique or tapering to petiole, glossy, green to blue-green, parallel-veined, sparsely to moderately reticulate, intramarginal vein parallel to and well removed from margin, oil glands island. -BREAK- Inflorescence axillary unbranched, peduncles 0.5--1 cm long, buds 9 to ?15 per umbel, usually shortly pedicellate (pedicels to 0.4 cm long). Mature buds obovoid or clavate, 0.4--0.8 cm long, 0.3--0.6 cm wide, green to red under white wax, smooth or warty, scar absent, operculum rounded to beaked, stamens inflexed, anthers reniform to cordate, versatile, dorsifixed, dehiscing by confluent slits (usually), style short or long, stigma blunt or tapered, locules usually 3 each with 2 or 4 vertical ovule rows. Flowers white. -BREAK- Fruit sessile or on pedicels to 0.3 cm long, cup-shaped to obconical or hemispherical, 0.6--1 cm long, 0.6--1 cm wide, glaucous, disc level or descending, valves usually 3, near rim level or enclosed. -BREAK- Seeds black, or brown, 1.5--2 mm long, pyramidal or obliquely pyramidal, dorsal surface smooth, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded in cross-section, glaucous; leaves shortly petiolate, elliptic and opposite for 5 to 6 pairs then alternate, ovate to narrowly so, 5--7 cm long, 2--4 cm wide, base truncate to rounded or tapering, margin entire, apex pointed, dull, blue-grey to grey-green or glaucous."
eucalyptus pauciflora subsp. pauciflora,,Eucalyptus,pauciflora,pauciflora,TRUE,TRUE,FALSE,FALSE,30,60,200,12,50,"Tree to 30 m tall or mallee. Forming a lignotuber. -BREAK- Bark smooth, predominantly white, cream and grey, with yellow patches, usually with scribbles; branchlets glaucous or non-glaucous. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded or square in cross section, glaucous or non-glaucous, warty or smooth; juvenile leaves opposite and sessile to subsessile for 2 to 5 pairs then alternate, petiolate, broadly lanceolate to ovate or elliptical, 4.4--17 cm long, 2--8.5 cm wide, base truncate to rounded or tapering to petiole, tending to oblique, dull, blue-green or glaucous. -BREAK- Adult leaves alternate, petiole 0.8--3.3 cm long; blade slightly falcate to lanceolate or elliptical, 6--20 cm long, 1.2--5 cm wide, base oblique or tapering to petiole, concolorous, glossy, green, parallel-veined, sparsely to moderately reticulate, intramarginal vein parallel to and well removed from margin, oil glands island. -BREAK- Inflorescence axillary unbranched, peduncles 0.3--1.5 cm long, buds 9 to 15 per umbel (rarely up to 49-flowered), pedicels to 0.6 cm long (rarely sessile). Mature buds obovoid, 0.4--0.8 cm long, 0.3--0.5 cm wide, green to yellow or red tinged, or glaucous, smooth or warty, scar absent, operculum conical to rounded, stamens inflexed, anthers reniform to cordate, versatile, dorsifixed, dehiscing by confluent slits (usually), style short or long, stigma blunt or tapered, locules 3(4) each with 2 or rarely, 4 vertical ovule rows. Flowers white. -BREAK- Fruit sessile or on pedicels to 0.5 cm long, cup-shaped to obconical or hemispherical, 0.5--1.1(1.3) cm long, 0.5--1.1 cm wide, glaucous or non-glaucous, disc raised-convex to annular or oblique, level or slightly descending, valves 3(4), near rim level or enclosed. -BREAK- Seeds black, brown or grey, 1.5--3 mm long, pyramidal or obliquely pyramidal, dorsal surface smooth, hilum terminal.  -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded or square in cross-section, glaucous or non-glaucous; leaves sessile to shortly petiolate, elliptic and opposite for 5 to 7 pairs then alternate, ovate-elliptic, 4.5--13 cm long, 3--7.5 cm wide, base truncate to rounded, tapering or oblique, margin entire, apex pointed, dull, blue-grey to grey-green."
